event_id,timestamp,session_id,source_ip,destination_asset,protocol,port,action,bytes_out_mb,connection_count,unusual_protocol
FW_0577,2026-08-04 15:07:00,VPN_1180,10.20.2.30,OT_04,HTTPS,443,ALLOW,8.1,7,0
FW_1887,2026-08-04 15:23:00,VPN_1524,10.20.10.164,OT_05,HTTPS,443,ALLOW,1.76,6,0
FW_1061,2026-08-04 16:39:00,VPN_0549,10.20.5.12,OT_09,MODBUS,502,ALLOW,1.13,5,0
FW_0818,2026-08-04 16:47:00,VPN_0549,10.20.5.12,OT_09,HTTPS,443,ALLOW,4.16,3,0
FW_1975,2026-08-04 17:37:00,VPN_1670,10.20.2.240,OT_08,SSH,22,ALLOW,1.83,14,0
FW_1285,2026-08-04 17:42:00,VPN_1448,198.51.100.159,OT_10,MODBUS,502,ALLOW,16.6,35,0
FW_0229,2026-08-04 18:26:00,VPN_1900,10.20.2.203,OT_14,HTTPS,443,ALLOW,0.88,11,0
FW_0001,2026-08-04 19:20:00,VPN_0738,10.20.3.216,OT_09,SSH,22,ALLOW,0.68,7,0
FW_0758,2026-08-04 19:39:00,VPN_0940,10.20.10.163,OT_03,MODBUS,502,ALLOW,5.13,7,0
FW_0109,2026-08-04 20:46:00,VPN_1330,10.20.9.6,OT_14,HTTPS,443,ALLOW,0.91,12,0
FW_0997,2026-08-04 21:45:00,VPN_1063,10.20.5.10,OT_05,RDP,3389,ALLOW,10.95,9,0
FW_0846,2026-08-04 21:57:00,VPN_1063,10.20.5.10,OT_05,MODBUS,502,ALLOW,5.66,6,0
FW_0604,2026-08-04 23:16:00,VPN_1241,10.20.10.18,OT_13,RDP,3389,ALLOW,3.73,8,0
FW_0563,2026-08-04 23:20:00,VPN_1928,10.20.2.233,OT_10,SSH,22,ALLOW,4.89,7,0
FW_0334,2026-08-04 23:23:00,VPN_0176,10.20.7.28,OT_13,MODBUS,502,ALLOW,2.5,7,0
FW_0910,2026-08-04 23:34:00,VPN_0274,10.20.8.215,OT_04,MODBUS,502,ALLOW,2.19,9,0
FW_1853,2026-08-04 23:34:00,VPN_0274,10.20.8.215,OT_04,MODBUS,502,ALLOW,2.08,10,0
FW_1404,2026-08-04 23:52:00,VPN_0274,10.20.8.215,OT_04,SSH,22,ALLOW,3.39,9,0
FW_1029,2026-08-05 00:05:00,VPN_1928,10.20.2.233,OT_10,HTTPS,443,ALLOW,0.66,8,0
FW_0032,2026-08-05 00:11:00,VPN_1241,10.20.10.18,OT_13,MODBUS,502,ALLOW,2.45,9,0
FW_1859,2026-08-05 00:19:00,VPN_0274,10.20.8.215,OT_04,MODBUS,502,ALLOW,2.36,11,0
FW_0783,2026-08-05 01:23:00,VPN_1404,10.20.2.16,OT_10,MODBUS,502,ALLOW,2.6,12,0
FW_0836,2026-08-05 01:54:00,VPN_0249,10.20.5.8,OT_12,HTTPS,443,ALLOW,6.85,9,0
FW_1602,2026-08-05 02:10:00,VPN_0051,10.20.8.197,OT_06,SSH,22,ALLOW,5.66,8,0
FW_1986,2026-08-05 02:26:00,VPN_0303,10.20.9.224,OT_15,RDP,3389,ALLOW,1.79,8,0
FW_0627,2026-08-05 02:31:00,VPN_0303,10.20.9.224,OT_15,HTTPS,443,ALLOW,2.26,7,0
FW_0526,2026-08-05 02:31:00,VPN_0062,10.20.1.151,OT_10,SSH,22,ALLOW,1.06,7,0
FW_0037,2026-08-05 02:37:00,VPN_0303,10.20.9.224,OT_15,SSH,22,ALLOW,9.98,12,0
FW_1305,2026-08-05 02:51:00,VPN_0303,10.20.9.224,OT_15,HTTPS,443,ALLOW,1.8,14,0
FW_0667,2026-08-05 03:01:00,VPN_0062,10.20.1.151,OT_10,SSH,22,ALLOW,1.47,9,0
FW_0209,2026-08-05 03:12:00,VPN_0342,10.20.11.47,OT_06,HTTPS,443,ALLOW,12.38,4,0
FW_0611,2026-08-05 03:15:00,VPN_0342,10.20.11.47,OT_06,MODBUS,502,ALLOW,1.89,5,0
FW_0211,2026-08-05 03:49:00,VPN_0381,10.20.6.136,OT_01,MODBUS,502,ALLOW,3.55,6,0
FW_1146,2026-08-05 04:15:00,VPN_0486,10.20.6.210,OT_03,HTTPS,443,ALLOW,3.47,10,0
FW_0949,2026-08-05 05:21:00,VPN_0291,10.20.3.143,OT_04,HTTPS,443,ALLOW,5.73,9,0
FW_0272,2026-08-05 05:43:00,VPN_1126,10.20.7.215,OT_06,MODBUS,502,ALLOW,1.32,13,0
FW_0094,2026-08-05 05:45:00,VPN_1041,10.20.11.103,OT_03,SSH,22,ALLOW,6.28,6,0
FW_1474,2026-08-05 05:51:00,VPN_1315,10.20.5.228,OT_09,SSH,22,ALLOW,2.31,8,0
FW_1128,2026-08-05 05:58:00,VPN_1126,10.20.7.215,OT_06,HTTPS,443,ALLOW,16.22,9,0
FW_0428,2026-08-05 06:20:00,VPN_1855,10.20.11.136,OT_04,MODBUS,502,ALLOW,15.89,4,0
FW_0273,2026-08-05 06:33:00,VPN_1315,10.20.5.228,OT_09,HTTPS,443,ALLOW,2.77,9,0
FW_1454,2026-08-05 06:44:00,VPN_0147,10.20.11.243,OT_13,SSH,22,ALLOW,3.86,3,0
FW_1304,2026-08-05 07:07:00,VPN_0154,10.20.12.10,OT_05,HTTPS,443,ALLOW,1.46,8,0
FW_0580,2026-08-05 08:10:00,VPN_0154,10.20.12.10,OT_05,MODBUS,502,ALLOW,5.98,11,0
FW_1096,2026-08-05 08:56:00,VPN_1008,10.20.11.192,OT_01,MODBUS,502,ALLOW,4.09,8,0
FW_0396,2026-08-05 08:56:00,VPN_1480,10.20.6.58,OT_10,SSH,22,ALLOW,6.4,5,0
FW_1398,2026-08-05 09:50:00,VPN_1480,10.20.6.58,OT_10,SMB,445,ALLOW,6.23,3,1
FW_0973,2026-08-05 11:47:00,VPN_1765,198.51.100.55,OT_07,MODBUS,502,ALLOW,68.36,40,0
FW_1095,2026-08-05 13:46:00,VPN_0054,10.20.12.34,OT_05,HTTPS,443,ALLOW,3.39,8,0
FW_0734,2026-08-05 13:48:00,VPN_1040,10.20.6.116,OT_13,MODBUS,502,ALLOW,4.64,10,0
FW_0527,2026-08-05 14:09:00,VPN_0465,10.20.7.152,OT_10,HTTPS,443,ALLOW,2.16,7,0
FW_0991,2026-08-05 14:38:00,VPN_0054,10.20.12.34,OT_05,HTTPS,443,ALLOW,3.31,10,0
FW_1835,2026-08-05 15:28:00,VPN_1308,10.20.7.244,OT_09,SSH,22,ALLOW,2.46,11,0
FW_1893,2026-08-05 15:31:00,VPN_1308,10.20.7.244,OT_09,MODBUS,502,ALLOW,7.1,8,0
FW_0763,2026-08-05 15:46:00,VPN_1128,10.20.7.213,OT_13,MODBUS,502,ALLOW,2.38,5,0
FW_1203,2026-08-05 16:06:00,VPN_1308,10.20.7.244,OT_09,MODBUS,502,ALLOW,5.32,5,0
FW_0443,2026-08-05 16:17:00,VPN_1308,10.20.7.244,OT_09,MODBUS,502,ALLOW,12.39,6,0
FW_0050,2026-08-05 16:28:00,VPN_1128,10.20.7.213,OT_13,MODBUS,502,ALLOW,0.98,9,0
FW_1674,2026-08-05 16:41:00,VPN_1128,10.20.7.213,OT_13,HTTPS,443,ALLOW,3.78,11,0
FW_1824,2026-08-05 18:13:00,VPN_0655,10.20.1.237,OT_02,RDP,3389,ALLOW,2.76,5,0
FW_1825,2026-08-05 18:39:00,VPN_0868,10.20.7.69,OT_14,SSH,22,ALLOW,1.61,7,0
FW_0379,2026-08-05 18:42:00,VPN_0881,10.20.5.163,OT_02,MODBUS,502,ALLOW,0.55,6,0
FW_1047,2026-08-05 18:44:00,VPN_0655,10.20.1.237,OT_02,MODBUS,502,ALLOW,3.85,9,0
FW_0771,2026-08-05 19:26:00,VPN_0655,10.20.1.237,OT_02,MODBUS,502,ALLOW,7.55,6,0
FW_1776,2026-08-05 19:49:00,VPN_0868,10.20.7.69,OT_14,HTTPS,443,ALLOW,1.37,7,0
FW_0855,2026-08-05 21:18:00,VPN_0936,10.20.3.45,OT_07,SSH,22,ALLOW,3.09,7,0
FW_0979,2026-08-05 21:31:00,VPN_1935,10.20.8.194,OT_11,MODBUS,502,ALLOW,4.28,6,0
FW_0795,2026-08-05 21:38:00,VPN_1151,10.20.7.81,OT_05,SSH,22,ALLOW,5.62,6,0
FW_0528,2026-08-05 21:43:00,VPN_0936,10.20.3.45,OT_07,HTTPS,443,ALLOW,3.83,3,0
FW_0252,2026-08-05 21:48:00,VPN_1727,10.20.5.23,OT_14,HTTPS,443,ALLOW,7.42,5,0
FW_1410,2026-08-05 21:51:00,VPN_1935,10.20.8.194,OT_11,SSH,22,ALLOW,8.67,10,0
FW_0688,2026-08-05 22:12:00,VPN_1935,10.20.8.194,OT_11,MODBUS,502,ALLOW,3.3,4,0
FW_1810,2026-08-05 22:18:00,VPN_1935,10.20.8.194,OT_11,MODBUS,502,ALLOW,2.54,10,0
FW_1144,2026-08-05 22:34:00,VPN_0771,10.20.3.184,OT_07,MODBUS,502,ALLOW,2.96,6,0
FW_0471,2026-08-05 22:40:00,VPN_0771,10.20.3.184,OT_07,MODBUS,502,ALLOW,4.45,7,0
FW_1645,2026-08-05 22:43:00,VPN_0533,10.20.8.242,OT_13,SSH,22,ALLOW,4.29,9,0
FW_0803,2026-08-05 23:07:00,VPN_0533,10.20.8.242,OT_13,MODBUS,502,ALLOW,7.54,3,0
FW_1100,2026-08-05 23:29:00,VPN_1859,10.20.1.187,OT_03,RDP,3389,ALLOW,3.11,9,0
FW_0605,2026-08-06 00:25:00,VPN_0997,198.51.100.170,OT_14,HTTPS,443,ALLOW,21.33,34,0
FW_1266,2026-08-06 01:13:00,VPN_0495,10.20.6.24,OT_02,TELNET,23,DENY,190.99,35,1
FW_1092,2026-08-06 01:15:00,VPN_1897,10.20.11.25,OT_06,HTTPS,443,ALLOW,3.86,14,0
FW_1114,2026-08-06 01:23:00,VPN_0722,198.51.100.57,OT_02,TELNET,23,DENY,6.13,27,1
FW_0723,2026-08-06 01:34:00,VPN_0495,10.20.6.24,OT_02,SSH,22,ALLOW,42.17,41,0
FW_1608,2026-08-06 01:51:00,VPN_1897,10.20.11.25,OT_06,MODBUS,502,ALLOW,15.43,6,0
FW_0370,2026-08-06 02:07:00,VPN_0920,10.20.9.215,OT_07,MODBUS,502,ALLOW,6.32,2,0
FW_1840,2026-08-06 03:22:00,VPN_1202,10.20.10.136,OT_14,HTTPS,443,ALLOW,3.15,8,0
FW_1923,2026-08-06 03:42:00,VPN_1511,10.20.12.33,OT_13,MODBUS,502,ALLOW,7.44,7,0
FW_1659,2026-08-06 04:04:00,VPN_1425,10.20.6.167,OT_03,RDP,3389,ALLOW,7.25,8,0
FW_1774,2026-08-06 04:05:00,VPN_1511,10.20.12.33,OT_13,MODBUS,502,ALLOW,2.86,9,0
FW_1980,2026-08-06 05:31:00,VPN_0340,10.20.11.227,OT_06,MODBUS,502,ALLOW,6.79,10,0
FW_1366,2026-08-06 05:42:00,VPN_1204,10.20.9.9,OT_05,MODBUS,502,ALLOW,4.31,4,0
FW_1064,2026-08-06 05:49:00,VPN_0469,10.20.8.180,OT_13,MODBUS,502,ALLOW,1.15,12,0
FW_0341,2026-08-06 06:21:00,VPN_1461,10.20.4.249,OT_14,MODBUS,502,ALLOW,16.71,7,0
FW_0216,2026-08-06 06:35:00,VPN_1461,10.20.4.249,OT_14,MODBUS,502,ALLOW,3.7,6,0
FW_1309,2026-08-06 07:28:00,VPN_0419,10.20.1.162,OT_10,RDP,3389,ALLOW,4.58,4,0
FW_0340,2026-08-06 07:30:00,VPN_0419,10.20.1.162,OT_10,HTTPS,443,ALLOW,4.26,7,0
FW_0623,2026-08-06 08:24:00,VPN_0782,10.20.10.157,OT_02,SSH,22,ALLOW,31.47,5,0
FW_0476,2026-08-06 08:43:00,VPN_0496,10.20.10.79,OT_14,HTTPS,443,ALLOW,10.75,10,0
FW_0228,2026-08-06 11:38:00,VPN_1102,10.20.4.36,OT_01,MODBUS,502,ALLOW,4.23,7,0
FW_1844,2026-08-06 12:23:00,VPN_0009,10.20.1.101,OT_07,MODBUS,502,ALLOW,50.44,4,0
FW_1488,2026-08-06 12:33:00,VPN_0931,198.51.100.20,OT_01,HTTPS,443,ALLOW,68.39,40,0
FW_1570,2026-08-06 12:43:00,VPN_1724,10.20.12.213,OT_11,RDP,3389,ALLOW,1.37,7,0
FW_1112,2026-08-06 12:44:00,VPN_0516,10.20.7.155,OT_11,HTTPS,443,ALLOW,2.61,5,0
FW_1535,2026-08-06 12:47:00,VPN_1724,10.20.12.213,OT_11,RDP,3389,ALLOW,3.79,7,0
FW_1062,2026-08-06 12:56:00,VPN_0931,198.51.100.20,OT_01,HTTPS,443,ALLOW,28.27,38,0
FW_1806,2026-08-06 14:41:00,VPN_0319,10.20.4.170,OT_03,SSH,22,ALLOW,7.7,10,0
FW_0034,2026-08-06 14:41:00,VPN_0319,10.20.4.170,OT_03,MODBUS,502,ALLOW,5.5,10,0
FW_0079,2026-08-06 15:21:00,VPN_0319,10.20.4.170,OT_03,MODBUS,502,ALLOW,8.23,7,0
FW_1847,2026-08-06 18:19:00,VPN_0653,10.20.1.72,OT_10,SSH,22,ALLOW,2.15,6,0
FW_0583,2026-08-06 18:37:00,VPN_0023,10.20.3.118,OT_04,MODBUS,502,ALLOW,2.34,10,0
FW_0671,2026-08-06 18:38:00,VPN_0455,10.20.10.210,OT_10,MODBUS,502,ALLOW,1.67,12,0
FW_1878,2026-08-06 18:55:00,VPN_0909,10.20.6.84,OT_07,MODBUS,502,ALLOW,1.92,9,0
FW_0708,2026-08-06 19:07:00,VPN_0888,10.20.3.202,OT_12,MODBUS,502,ALLOW,0.96,5,0
FW_0045,2026-08-06 19:34:00,VPN_1546,10.20.3.66,OT_10,HTTPS,443,ALLOW,3.83,5,0
FW_1050,2026-08-06 19:49:00,VPN_1457,10.20.12.109,OT_02,RDP,3389,ALLOW,2.69,18,0
FW_1620,2026-08-06 19:56:00,VPN_0888,10.20.3.202,OT_12,MODBUS,502,ALLOW,2.95,11,0
FW_0808,2026-08-06 20:23:00,VPN_0071,10.20.8.181,OT_10,SSH,22,ALLOW,10.4,11,0
FW_1295,2026-08-06 20:29:00,VPN_1035,10.20.1.47,OT_12,HTTPS,443,ALLOW,0.59,13,0
FW_0848,2026-08-06 20:56:00,VPN_0071,10.20.8.181,OT_10,MODBUS,502,ALLOW,3.24,11,0
FW_0156,2026-08-06 21:15:00,VPN_0253,10.20.11.40,OT_11,MODBUS,502,ALLOW,5.64,7,0
FW_0124,2026-08-06 21:30:00,VPN_0071,10.20.8.181,OT_10,SMB,445,ALLOW,3.73,5,1
FW_1036,2026-08-06 21:41:00,VPN_0483,10.20.3.22,OT_14,MODBUS,502,ALLOW,3.17,10,0
FW_1506,2026-08-06 21:52:00,VPN_1690,198.51.100.112,OT_03,HTTPS,443,ALLOW,17.9,35,0
FW_0218,2026-08-06 21:53:00,VPN_1663,10.20.5.85,OT_01,MODBUS,502,ALLOW,5.39,6,0
FW_0035,2026-08-06 21:56:00,VPN_1663,10.20.5.85,OT_01,SSH,22,ALLOW,2.94,16,0
FW_1939,2026-08-06 22:12:00,VPN_0483,10.20.3.22,OT_14,MODBUS,502,ALLOW,1.88,10,0
FW_0506,2026-08-06 22:32:00,VPN_1346,198.51.100.59,OT_03,TELNET,23,ALLOW,95.33,48,1
FW_0313,2026-08-06 22:46:00,VPN_1346,198.51.100.59,OT_03,HTTPS,443,ALLOW,164.58,39,0
FW_1514,2026-08-06 22:48:00,VPN_1671,10.20.6.133,OT_07,HTTPS,443,ALLOW,4.87,8,0
FW_0352,2026-08-06 22:52:00,VPN_1506,10.20.1.113,OT_14,RDP,3389,ALLOW,6.45,5,0
FW_0325,2026-08-06 22:56:00,VPN_1718,10.20.3.22,OT_03,SSH,22,ALLOW,2.96,10,0
FW_1748,2026-08-06 23:33:00,VPN_1595,10.20.8.121,OT_05,MODBUS,502,ALLOW,1.57,4,0
FW_1725,2026-08-07 00:37:00,VPN_1638,10.20.5.72,OT_05,HTTPS,443,ALLOW,7.07,7,0
FW_0015,2026-08-07 00:43:00,VPN_0558,10.20.1.101,OT_15,MODBUS,502,ALLOW,5.94,10,0
FW_0608,2026-08-07 01:07:00,VPN_0954,10.20.9.35,OT_07,MODBUS,502,ALLOW,5.08,7,0
FW_0311,2026-08-07 01:29:00,VPN_0558,10.20.1.101,OT_15,MODBUS,502,ALLOW,7.42,11,0
FW_0946,2026-08-07 01:55:00,VPN_0022,10.20.3.243,OT_13,HTTPS,443,ALLOW,1.36,6,0
FW_1080,2026-08-07 02:20:00,VPN_0022,10.20.3.243,OT_13,MODBUS,502,ALLOW,1.59,6,0
FW_1199,2026-08-07 02:49:00,VPN_1865,10.20.5.44,OT_15,MODBUS,502,ALLOW,3.96,8,0
FW_0248,2026-08-07 03:18:00,VPN_1985,10.20.1.3,OT_10,RDP,3389,ALLOW,5.03,7,0
FW_1270,2026-08-07 04:01:00,VPN_1840,10.20.12.39,OT_05,SSH,22,ALLOW,4.67,9,0
FW_0405,2026-08-07 04:10:00,VPN_0301,10.20.11.165,OT_11,HTTPS,443,ALLOW,11.98,11,0
FW_0393,2026-08-07 04:29:00,VPN_0422,10.20.2.139,OT_14,HTTPS,443,ALLOW,2.24,10,0
FW_1103,2026-08-07 04:47:00,VPN_0422,10.20.2.139,OT_14,MODBUS,502,ALLOW,3.86,9,0
FW_1985,2026-08-07 05:20:00,VPN_0590,10.20.4.92,OT_01,MODBUS,502,ALLOW,3.81,12,0
FW_0178,2026-08-07 05:39:00,VPN_0540,10.20.9.109,OT_12,HTTPS,443,ALLOW,6.65,10,0
FW_1867,2026-08-07 06:02:00,VPN_0540,10.20.9.109,OT_12,MODBUS,502,ALLOW,0.77,6,0
FW_0213,2026-08-07 06:32:00,VPN_1625,10.20.12.85,OT_03,SSH,22,ALLOW,2.56,5,0
FW_0529,2026-08-07 07:59:00,VPN_0885,10.20.10.94,OT_10,HTTPS,443,ALLOW,2.78,12,0
FW_0768,2026-08-07 08:13:00,VPN_1002,10.20.9.63,OT_10,SSH,22,ALLOW,3.53,6,0
FW_0790,2026-08-07 09:08:00,VPN_1002,10.20.9.63,OT_10,RDP,3389,ALLOW,2.55,5,0
FW_1523,2026-08-07 09:21:00,VPN_1996,10.20.4.238,OT_09,MODBUS,502,ALLOW,1.74,6,0
FW_1451,2026-08-07 10:18:00,VPN_1243,10.20.6.71,OT_07,SSH,22,ALLOW,5.67,10,0
FW_0176,2026-08-07 10:21:00,VPN_1996,10.20.4.238,OT_09,MODBUS,502,ALLOW,7.65,10,0
FW_0423,2026-08-07 10:26:00,VPN_1996,10.20.4.238,OT_09,RDP,3389,ALLOW,5.49,8,0
FW_0181,2026-08-07 11:04:00,VPN_0514,198.51.100.87,OT_09,MODBUS,502,ALLOW,44.84,45,0
FW_1537,2026-08-07 11:25:00,VPN_1067,10.20.6.234,OT_14,HTTPS,443,ALLOW,4.42,6,0
FW_0960,2026-08-07 12:05:00,VPN_0153,10.20.5.135,OT_03,TELNET,23,DENY,4.07,8,1
FW_1396,2026-08-07 12:22:00,VPN_1110,10.20.4.23,OT_09,HTTPS,443,ALLOW,1.98,8,0
FW_0511,2026-08-07 12:22:00,VPN_0682,10.20.6.99,OT_05,MODBUS,502,ALLOW,2.85,7,0
FW_0820,2026-08-07 12:35:00,VPN_1549,10.20.11.51,OT_07,MODBUS,502,ALLOW,23.55,8,0
FW_1085,2026-08-07 12:42:00,VPN_1549,10.20.11.51,OT_07,MODBUS,502,ALLOW,0.8,7,0
FW_1929,2026-08-07 12:44:00,VPN_1549,10.20.11.51,OT_07,SSH,22,ALLOW,5.04,7,0
FW_1242,2026-08-07 12:47:00,VPN_0682,10.20.6.99,OT_05,SSH,22,ALLOW,3.09,6,0
FW_0882,2026-08-07 13:02:00,VPN_0682,10.20.6.99,OT_05,MODBUS,502,ALLOW,1.68,12,0
FW_0657,2026-08-07 13:10:00,VPN_0682,10.20.6.99,OT_05,MODBUS,502,ALLOW,4.23,10,0
FW_1293,2026-08-07 13:24:00,VPN_0470,10.20.10.75,OT_07,MODBUS,502,ALLOW,8.34,7,0
FW_0701,2026-08-07 13:29:00,VPN_1103,10.20.6.217,OT_01,MODBUS,502,ALLOW,1.28,7,0
FW_1124,2026-08-07 16:06:00,VPN_0520,10.20.12.180,OT_13,MODBUS,502,ALLOW,7.59,7,0
FW_1706,2026-08-07 16:29:00,VPN_1149,198.51.100.160,OT_05,HTTPS,443,ALLOW,55.13,52,0
FW_0930,2026-08-07 16:33:00,VPN_2000,10.20.4.139,OT_15,MODBUS,502,ALLOW,3.13,5,0
FW_1434,2026-08-07 16:51:00,VPN_0348,10.20.3.73,OT_03,MODBUS,502,ALLOW,9.95,6,0
FW_0221,2026-08-07 17:12:00,VPN_1709,10.20.4.9,OT_07,HTTPS,443,ALLOW,0.94,9,0
FW_0182,2026-08-07 17:56:00,VPN_1709,10.20.4.9,OT_07,HTTPS,443,ALLOW,16.52,2,0
FW_0530,2026-08-07 18:02:00,VPN_1972,10.20.5.102,OT_09,HTTPS,443,ALLOW,3.42,5,0
FW_1573,2026-08-07 18:02:00,VPN_1274,10.20.4.17,OT_05,SSH,22,ALLOW,2.7,6,0
FW_0256,2026-08-07 18:03:00,VPN_1972,10.20.5.102,OT_09,SSH,22,ALLOW,0.99,10,0
FW_1739,2026-08-07 18:20:00,VPN_0069,10.20.3.20,OT_04,HTTPS,443,ALLOW,2.36,4,0
FW_0356,2026-08-07 18:29:00,VPN_1274,10.20.4.17,OT_05,MODBUS,502,ALLOW,3.01,9,0
FW_0988,2026-08-07 18:37:00,VPN_1798,10.20.4.176,OT_13,SSH,22,ALLOW,4.28,3,0
FW_1259,2026-08-07 18:37:00,VPN_0609,10.20.9.106,OT_14,MODBUS,502,ALLOW,1.49,14,0
FW_0518,2026-08-07 19:30:00,VPN_0609,10.20.9.106,OT_14,HTTPS,443,ALLOW,3.91,6,0
FW_1385,2026-08-07 20:04:00,VPN_0255,10.20.5.139,OT_08,SSH,22,ALLOW,3.45,11,0
FW_1455,2026-08-07 20:16:00,VPN_1759,10.20.4.27,OT_13,HTTPS,443,ALLOW,6.02,5,0
FW_1353,2026-08-07 20:17:00,VPN_1557,10.20.1.84,OT_01,SSH,22,ALLOW,9.33,13,0
FW_1775,2026-08-07 20:25:00,VPN_0964,10.20.5.16,OT_10,MODBUS,502,ALLOW,4.05,10,0
FW_0431,2026-08-07 20:35:00,VPN_1759,10.20.4.27,OT_13,MODBUS,502,ALLOW,4.61,11,0
FW_1864,2026-08-07 20:36:00,VPN_1759,10.20.4.27,OT_13,MODBUS,502,ALLOW,7.73,10,0
FW_0412,2026-08-07 20:38:00,VPN_0534,198.51.100.163,OT_13,TELNET,23,DENY,147.94,33,1
FW_0212,2026-08-07 20:44:00,VPN_1759,10.20.4.27,OT_13,MODBUS,502,ALLOW,2.23,7,0
FW_0332,2026-08-07 20:46:00,VPN_0964,10.20.5.16,OT_10,MODBUS,502,ALLOW,4.36,10,0
FW_0110,2026-08-07 20:55:00,VPN_0964,10.20.5.16,OT_10,HTTPS,443,ALLOW,1.46,10,0
FW_0426,2026-08-07 21:13:00,VPN_0246,10.20.4.63,OT_07,MODBUS,502,ALLOW,6.27,10,0
FW_1384,2026-08-07 21:14:00,VPN_0809,10.20.5.97,OT_13,MODBUS,502,ALLOW,1.51,5,0
FW_1335,2026-08-07 22:36:00,VPN_1507,10.20.10.27,OT_11,FTP,21,DENY,100.86,41,1
FW_1065,2026-08-07 23:19:00,VPN_1421,10.20.1.81,OT_07,MODBUS,502,ALLOW,6.26,6,0
FW_0493,2026-08-07 23:22:00,VPN_1138,10.20.3.173,OT_06,MODBUS,502,ALLOW,0.6,10,0
FW_0870,2026-08-07 23:22:00,VPN_1421,10.20.1.81,OT_07,HTTPS,443,ALLOW,2.13,9,0
FW_0397,2026-08-07 23:47:00,VPN_1631,198.51.100.15,OT_01,TELNET,23,DENY,36.36,44,1
FW_1582,2026-08-08 00:12:00,VPN_0969,10.20.3.125,OT_02,SSH,22,ALLOW,5.23,8,0
FW_0872,2026-08-08 00:16:00,VPN_1730,10.20.12.30,OT_02,RDP,3389,ALLOW,2.15,10,0
FW_1232,2026-08-08 00:31:00,VPN_1421,10.20.1.81,OT_07,RDP,3389,ALLOW,5.58,14,0
FW_1476,2026-08-08 00:36:00,VPN_0163,10.20.9.230,OT_03,MODBUS,502,ALLOW,6.89,11,0
FW_1318,2026-08-08 01:08:00,VPN_0605,10.20.9.27,OT_13,MODBUS,502,ALLOW,1.31,8,0
FW_0838,2026-08-08 01:46:00,VPN_0163,10.20.9.230,OT_03,MODBUS,502,ALLOW,1.95,9,0
FW_0436,2026-08-08 01:54:00,VPN_1230,10.20.4.229,OT_04,SSH,22,ALLOW,53.67,6,0
FW_0171,2026-08-08 02:15:00,VPN_0035,10.20.4.87,OT_02,MODBUS,502,ALLOW,3.69,9,0
FW_0474,2026-08-08 02:16:00,VPN_0035,10.20.4.87,OT_02,MODBUS,502,ALLOW,9.25,6,0
FW_0941,2026-08-08 02:54:00,VPN_0608,10.20.7.96,OT_04,RDP,3389,ALLOW,3.19,8,0
FW_1714,2026-08-08 03:11:00,VPN_1230,10.20.4.229,OT_04,MODBUS,502,ALLOW,1.1,6,0
FW_1650,2026-08-08 03:54:00,VPN_1894,10.20.9.209,OT_04,HTTPS,443,ALLOW,1.66,6,0
FW_0269,2026-08-08 04:04:00,VPN_1894,10.20.9.209,OT_04,MODBUS,502,ALLOW,4.13,3,0
FW_0487,2026-08-08 04:40:00,VPN_1003,10.20.4.196,OT_10,MODBUS,502,ALLOW,0.7,6,0
FW_1574,2026-08-08 04:41:00,VPN_0986,10.20.8.29,OT_11,RDP,3389,ALLOW,6.51,6,0
FW_1733,2026-08-08 04:41:00,VPN_1003,10.20.4.196,OT_10,MODBUS,502,ALLOW,0.45,9,0
FW_0884,2026-08-08 04:52:00,VPN_1894,10.20.9.209,OT_04,HTTPS,443,ALLOW,1.44,8,0
FW_0724,2026-08-08 04:59:00,VPN_1894,10.20.9.209,OT_04,MODBUS,502,ALLOW,1.61,9,0
FW_0956,2026-08-08 05:12:00,VPN_0955,10.20.8.194,OT_06,MODBUS,502,ALLOW,24.93,10,0
FW_1331,2026-08-08 05:18:00,VPN_0428,10.20.2.137,OT_01,MODBUS,502,ALLOW,2.4,14,0
FW_0424,2026-08-08 05:27:00,VPN_0843,10.20.1.227,OT_06,SSH,22,ALLOW,1.87,7,0
FW_0100,2026-08-08 05:34:00,VPN_0792,10.20.12.201,OT_15,HTTPS,443,ALLOW,1.21,9,0
FW_1591,2026-08-08 05:46:00,VPN_1003,10.20.4.196,OT_10,SSH,22,ALLOW,7.37,9,0
FW_1425,2026-08-08 05:48:00,VPN_0792,10.20.12.201,OT_15,MODBUS,502,ALLOW,14.94,4,0
FW_0488,2026-08-08 05:48:00,VPN_0943,10.20.6.12,OT_08,MODBUS,502,ALLOW,9.06,5,0
FW_0630,2026-08-08 06:22:00,VPN_1707,10.20.2.27,OT_08,HTTPS,443,ALLOW,1.26,4,0
FW_0065,2026-08-08 06:24:00,VPN_1707,10.20.2.27,OT_08,MODBUS,502,ALLOW,10.43,9,0
FW_0188,2026-08-08 06:53:00,VPN_1707,10.20.2.27,OT_08,HTTPS,443,ALLOW,6.42,6,0
FW_1394,2026-08-08 07:15:00,VPN_0998,198.51.100.119,OT_06,MODBUS,502,ALLOW,22.13,36,0
FW_0253,2026-08-08 07:51:00,VPN_1333,10.20.6.70,OT_14,SMB,445,ALLOW,5.68,5,1
FW_1841,2026-08-08 08:10:00,VPN_1609,10.20.9.26,OT_04,HTTPS,443,ALLOW,11.43,8,0
