session_id,timestamp,vendor_id,user_id,source_ip,device_id,geo_region,login_result,mfa_used,duration_min,bytes_out_mb,asset_id,off_hours,new_device,failed_attempts,unusual_asset,label_suspicious
VPN_1631,2026-08-07 22:31:00,VENDOR_06,USER_06,198.51.100.15,DEV_06_A,Outside Namibia,SUCCESS,1,104.4,24.98,OT_01,1,0,2,1,1
VPN_1138,2026-08-07 22:55:00,VENDOR_03,USER_03,10.20.3.173,DEV_EXT_635,Windhoek,SUCCESS,1,30.7,2.09,OT_06,1,1,0,0,0
VPN_1421,2026-08-07 23:15:00,VENDOR_01,USER_01,10.20.1.81,DEV_01_A,Windhoek,SUCCESS,1,24.1,13.7,OT_07,1,0,1,0,0
VPN_1730,2026-08-07 23:54:00,VENDOR_12,USER_12,10.20.12.30,DEV_12_A,Windhoek,SUCCESS,1,32.0,7.69,OT_02,1,0,0,0,0
VPN_0969,2026-08-07 23:56:00,VENDOR_03,USER_03,10.20.3.125,DEV_03_A,Windhoek,SUCCESS,1,27.7,4.33,OT_02,1,0,0,0,0
VPN_0163,2026-08-08 00:26:00,VENDOR_09,USER_09,10.20.9.230,DEV_09_A,Windhoek,SUCCESS,1,27.1,2.9,OT_03,1,0,1,0,0
VPN_0605,2026-08-08 00:50:00,VENDOR_09,USER_09,10.20.9.27,DEV_09_A,Windhoek,SUCCESS,1,10.2,3.33,OT_13,1,0,0,0,0
VPN_0035,2026-08-08 01:16:00,VENDOR_04,USER_04,10.20.4.87,DEV_04_A,Windhoek,SUCCESS,1,28.7,8.06,OT_02,1,0,0,1,0
VPN_1230,2026-08-08 01:51:00,VENDOR_04,USER_04,10.20.4.229,DEV_04_A,Windhoek,SUCCESS,1,30.9,13.98,OT_04,1,0,0,0,0
VPN_0608,2026-08-08 02:31:00,VENDOR_07,USER_07,10.20.7.96,DEV_07_A,Windhoek,SUCCESS,1,28.6,9.87,OT_04,1,0,1,0,0
VPN_0615,2026-08-08 02:46:00,VENDOR_04,USER_04,10.20.4.81,DEV_04_A,Windhoek,SUCCESS,0,33.1,7.56,OT_10,1,0,0,0,0
VPN_0986,2026-08-08 03:33:00,VENDOR_08,USER_08,10.20.8.29,DEV_08_A,Erongo,SUCCESS,1,39.9,15.86,OT_11,1,0,0,0,0
VPN_1095,2026-08-08 03:40:00,VENDOR_02,USER_02,198.51.100.225,DEV_EXT_802,Unknown,FAIL,0,88.2,57.12,OT_12,1,1,2,1,1
VPN_0955,2026-08-08 03:46:00,VENDOR_08,USER_08,10.20.8.194,DEV_08_A,Windhoek,SUCCESS,1,34.4,5.52,OT_06,1,0,0,0,0
VPN_1894,2026-08-08 03:47:00,VENDOR_09,USER_09,10.20.9.209,DEV_09_A,Windhoek,SUCCESS,1,30.8,3.25,OT_04,1,0,1,0,0
VPN_0428,2026-08-08 03:58:00,VENDOR_02,USER_02,10.20.2.137,DEV_02_A,Windhoek,SUCCESS,1,23.6,3.51,OT_01,1,0,0,0,0
VPN_1789,2026-08-08 04:14:00,VENDOR_09,USER_09,10.20.9.153,DEV_09_A,Windhoek,SUCCESS,1,23.8,8.89,OT_03,1,0,1,0,0
VPN_0001,2026-08-08 04:19:00,VENDOR_02,USER_02,10.20.2.11,DEV_02_A,Windhoek,SUCCESS,1,32.6,5.06,OT_13,1,0,0,0,0
VPN_0843,2026-08-08 04:24:00,VENDOR_01,USER_01,10.20.1.227,DEV_01_A,Windhoek,SUCCESS,1,32.3,14.29,OT_06,1,0,1,0,0
VPN_1003,2026-08-08 04:30:00,VENDOR_04,USER_04,10.20.4.196,DEV_04_A,Windhoek,SUCCESS,1,37.5,5.4,OT_10,1,0,0,0,0
VPN_0792,2026-08-08 05:28:00,VENDOR_12,USER_12,10.20.12.201,DEV_12_A,Windhoek,SUCCESS,1,51.3,5.02,OT_15,1,0,0,0,0
VPN_0943,2026-08-08 05:39:00,VENDOR_06,USER_06,10.20.6.12,DEV_06_A,Windhoek,FAIL,1,29.9,12.89,OT_08,1,0,0,0,0
VPN_0825,2026-08-08 05:55:00,VENDOR_02,USER_02,10.20.2.122,DEV_02_A,Windhoek,SUCCESS,1,28.1,7.67,OT_13,1,0,0,0,0
VPN_1707,2026-08-08 06:06:00,VENDOR_02,USER_02,10.20.2.27,DEV_02_A,Erongo,SUCCESS,1,19.5,5.64,OT_08,0,0,0,0,0
VPN_0998,2026-08-08 06:19:00,VENDOR_07,USER_07,198.51.100.119,DEV_EXT_665,Outside Namibia,SUCCESS,0,84.1,30.77,OT_06,0,1,5,1,1
VPN_1050,2026-08-08 06:23:00,VENDOR_03,USER_03,10.20.3.149,DEV_03_A,Windhoek,SUCCESS,1,19.4,26.96,OT_01,0,0,0,0,0
VPN_0351,2026-08-08 07:08:00,VENDOR_11,USER_11,10.20.11.23,DEV_11_A,Windhoek,SUCCESS,1,29.0,1.86,OT_10,0,0,1,0,0
VPN_0175,2026-08-08 07:21:00,VENDOR_02,USER_02,10.20.2.20,DEV_02_A,Windhoek,SUCCESS,1,27.7,6.39,OT_12,0,0,1,0,0
VPN_1609,2026-08-08 07:37:00,VENDOR_09,USER_09,10.20.9.26,DEV_09_A,Windhoek,SUCCESS,1,31.2,2.68,OT_04,0,0,1,0,0
VPN_1333,2026-08-08 07:41:00,VENDOR_06,USER_06,10.20.6.70,DEV_06_A,Windhoek,SUCCESS,1,11.7,3.44,OT_14,0,0,1,0,0
VPN_0304,2026-08-08 09:14:00,VENDOR_11,USER_11,10.20.11.49,DEV_11_A,Erongo,SUCCESS,1,36.2,3.09,OT_01,0,0,2,0,0
VPN_1818,2026-08-08 09:27:00,VENDOR_03,USER_03,10.20.3.212,DEV_03_A,Windhoek,SUCCESS,1,27.6,4.19,OT_09,0,0,0,0,0
VPN_0981,2026-08-08 09:31:00,VENDOR_10,USER_10,10.20.10.36,DEV_10_A,Windhoek,SUCCESS,1,47.5,2.79,OT_08,0,0,1,0,0
VPN_0863,2026-08-08 10:24:00,VENDOR_05,USER_05,10.20.5.24,DEV_05_A,Windhoek,SUCCESS,1,49.5,18.22,OT_01,0,0,1,0,0
VPN_1021,2026-08-08 10:38:00,VENDOR_05,USER_05,10.20.5.66,DEV_05_A,Erongo,SUCCESS,1,35.9,1.38,OT_10,0,0,0,0,0
VPN_0417,2026-08-08 11:10:00,VENDOR_04,USER_04,10.20.4.163,DEV_04_A,Windhoek,SUCCESS,1,31.5,2.8,OT_15,0,0,0,0,0
VPN_1061,2026-08-08 11:12:00,VENDOR_08,USER_08,10.20.8.106,DEV_08_A,Erongo,SUCCESS,1,15.8,4.43,OT_05,0,0,1,0,0
VPN_0173,2026-08-08 11:19:00,VENDOR_11,USER_11,10.20.11.216,DEV_11_A,Windhoek,SUCCESS,1,57.3,2.89,OT_03,0,0,2,0,0
VPN_0790,2026-08-08 11:31:00,VENDOR_03,USER_03,10.20.3.2,DEV_03_A,Windhoek,SUCCESS,1,43.7,6.68,OT_03,0,0,0,0,0
VPN_0170,2026-08-08 12:04:00,VENDOR_05,USER_05,10.20.5.135,DEV_05_A,Windhoek,SUCCESS,1,31.6,7.86,OT_14,0,0,1,0,0
VPN_1293,2026-08-08 13:12:00,VENDOR_06,USER_06,10.20.6.48,DEV_06_A,Erongo,SUCCESS,1,27.3,2.83,OT_05,0,0,0,0,0
VPN_1815,2026-08-08 13:21:00,VENDOR_10,USER_10,10.20.10.144,DEV_10_A,Windhoek,FAIL,1,18.0,18.29,OT_05,0,0,1,0,0
VPN_0240,2026-08-08 13:38:00,VENDOR_06,USER_06,10.20.6.128,DEV_06_A,Windhoek,SUCCESS,1,28.0,1.19,OT_04,0,0,1,0,0
VPN_0685,2026-08-08 13:42:00,VENDOR_07,USER_07,10.20.7.170,DEV_07_A,Erongo,SUCCESS,1,34.1,2.72,OT_03,0,0,0,0,0
VPN_0244,2026-08-08 14:14:00,VENDOR_06,USER_06,10.20.6.239,DEV_06_A,Windhoek,SUCCESS,1,31.6,4.49,OT_05,0,0,0,0,0
VPN_1701,2026-08-08 14:19:00,VENDOR_11,USER_11,10.20.11.230,DEV_11_A,Windhoek,SUCCESS,1,25.4,11.86,OT_06,0,0,0,0,0
VPN_0328,2026-08-08 15:10:00,VENDOR_07,USER_07,10.20.7.226,DEV_07_A,Erongo,SUCCESS,1,44.7,2.88,OT_10,0,0,1,0,0
VPN_1185,2026-08-08 15:44:00,VENDOR_07,USER_07,10.20.7.120,DEV_07_A,Windhoek,SUCCESS,0,6.6,11.29,OT_04,0,0,1,0,0
VPN_0193,2026-08-08 15:54:00,VENDOR_07,USER_07,10.20.7.60,DEV_07_A,Windhoek,SUCCESS,1,26.4,2.61,OT_02,0,0,0,0,0
VPN_0764,2026-08-08 15:58:00,VENDOR_01,USER_01,10.20.1.225,DEV_01_A,Windhoek,SUCCESS,0,42.7,9.56,OT_11,0,0,0,0,0
VPN_0573,2026-08-08 16:22:00,VENDOR_05,USER_05,10.20.5.131,DEV_05_A,Erongo,SUCCESS,1,50.1,11.33,OT_15,0,0,0,0,0
VPN_1235,2026-08-08 16:27:00,VENDOR_08,USER_08,198.51.100.61,DEV_08_A,Outside Namibia,SUCCESS,0,142.5,116.67,OT_12,0,0,9,1,1
VPN_0664,2026-08-08 17:05:00,VENDOR_11,USER_11,10.20.11.66,DEV_11_A,Windhoek,FAIL,1,5.0,1.5,OT_05,0,0,0,0,0
VPN_0021,2026-08-08 17:16:00,VENDOR_08,USER_08,10.20.8.35,DEV_08_A,Erongo,SUCCESS,1,55.0,3.86,OT_07,0,0,0,0,0
VPN_0727,2026-08-08 17:20:00,VENDOR_11,USER_11,10.20.11.157,DEV_11_A,Erongo,SUCCESS,1,54.4,13.94,OT_12,0,0,0,0,0
VPN_0285,2026-08-08 17:38:00,VENDOR_08,USER_08,10.20.8.247,DEV_08_A,Erongo,SUCCESS,1,49.7,0.76,OT_12,0,0,0,0,0
VPN_0622,2026-08-08 17:57:00,VENDOR_08,USER_08,10.20.8.56,DEV_08_A,Windhoek,SUCCESS,1,44.8,2.46,OT_07,0,0,1,0,0
VPN_1432,2026-08-08 18:20:00,VENDOR_09,USER_09,10.20.9.156,DEV_09_A,Erongo,SUCCESS,1,44.8,1.74,OT_02,0,0,0,0,0
VPN_0733,2026-08-08 18:31:00,VENDOR_08,USER_08,10.20.8.77,DEV_08_A,Windhoek,SUCCESS,1,33.5,9.05,OT_09,0,0,0,0,0
VPN_1060,2026-08-08 18:53:00,VENDOR_08,USER_08,10.20.8.180,DEV_08_A,Windhoek,FAIL,1,38.9,10.49,OT_07,0,0,2,0,0
VPN_1456,2026-08-08 19:05:00,VENDOR_06,USER_06,10.20.6.197,DEV_06_A,Windhoek,SUCCESS,0,49.5,5.05,OT_12,0,0,1,0,0
VPN_1637,2026-08-08 19:05:00,VENDOR_02,USER_02,10.20.2.139,DEV_02_A,Windhoek,SUCCESS,1,39.0,23.28,OT_01,0,0,0,0,0
VPN_1702,2026-08-08 19:49:00,VENDOR_05,USER_05,10.20.5.86,DEV_05_A,Erongo,SUCCESS,0,45.5,2.83,OT_07,0,0,1,0,0
VPN_1665,2026-08-08 20:39:00,VENDOR_03,USER_03,10.20.3.39,DEV_03_A,Windhoek,SUCCESS,1,22.7,5.28,OT_08,1,0,1,0,0
VPN_0769,2026-08-08 20:53:00,VENDOR_10,USER_10,10.20.10.180,DEV_10_A,Windhoek,SUCCESS,1,37.6,2.96,OT_12,1,0,0,1,0
VPN_1228,2026-08-08 21:39:00,VENDOR_11,USER_11,10.20.11.46,DEV_11_A,Windhoek,SUCCESS,1,36.7,6.76,OT_03,1,0,0,0,0
VPN_0100,2026-08-08 21:51:00,VENDOR_01,USER_01,10.20.1.163,DEV_01_A,Windhoek,SUCCESS,1,35.0,2.08,OT_03,1,0,1,0,0
VPN_0906,2026-08-08 22:07:00,VENDOR_01,USER_01,10.20.1.9,DEV_01_A,Windhoek,SUCCESS,1,16.5,8.39,OT_03,1,0,0,0,0
VPN_0593,2026-08-08 22:08:00,VENDOR_03,USER_03,10.20.3.237,DEV_03_A,Erongo,SUCCESS,1,23.9,2.59,OT_15,1,0,0,0,0
VPN_1016,2026-08-08 22:39:00,VENDOR_02,USER_02,10.20.2.163,DEV_02_A,Windhoek,SUCCESS,1,39.4,11.87,OT_10,1,0,0,0,0
VPN_1797,2026-08-08 23:11:00,VENDOR_02,USER_02,10.20.2.19,DEV_02_A,Windhoek,SUCCESS,1,42.1,7.82,OT_02,1,0,0,0,0
VPN_1226,2026-08-08 23:12:00,VENDOR_04,USER_04,10.20.4.125,DEV_EXT_620,Erongo,SUCCESS,1,27.8,5.92,OT_03,1,1,3,0,0
VPN_0451,2026-08-08 23:19:00,VENDOR_12,USER_12,198.51.100.205,DEV_12_A,Unknown,SUCCESS,1,109.5,53.81,OT_06,1,0,4,1,1
VPN_0707,2026-08-08 23:52:00,VENDOR_04,USER_04,10.20.4.134,DEV_04_A,Windhoek,SUCCESS,0,22.4,17.87,OT_03,1,0,1,0,0
VPN_0152,2026-08-09 00:39:00,VENDOR_05,USER_05,198.51.100.169,DEV_EXT_982,Outside Namibia,SUCCESS,1,97.8,45.17,OT_15,1,1,4,0,1
VPN_0775,2026-08-09 00:39:00,VENDOR_05,USER_05,10.20.5.21,DEV_05_A,Windhoek,SUCCESS,1,29.2,6.22,OT_13,1,0,0,0,0
VPN_0180,2026-08-09 01:01:00,VENDOR_08,USER_08,10.20.8.246,DEV_08_A,Windhoek,SUCCESS,1,39.2,7.13,OT_08,1,0,0,0,0
VPN_0857,2026-08-09 01:27:00,VENDOR_10,USER_10,10.20.10.229,DEV_10_A,Windhoek,SUCCESS,1,23.2,3.9,OT_13,1,0,0,0,0
VPN_0742,2026-08-09 01:29:00,VENDOR_04,USER_04,10.20.4.78,DEV_04_A,Windhoek,SUCCESS,1,44.7,3.24,OT_10,1,0,0,0,0
VPN_1030,2026-08-09 02:24:00,VENDOR_12,USER_12,10.20.12.48,DEV_12_A,Windhoek,FAIL,1,11.8,5.59,OT_04,1,0,0,0,0
VPN_0167,2026-08-09 02:38:00,VENDOR_10,USER_10,10.20.10.76,DEV_10_A,Windhoek,SUCCESS,1,33.8,6.89,OT_04,1,0,0,0,0
VPN_0808,2026-08-09 02:45:00,VENDOR_06,USER_06,10.20.6.127,DEV_06_A,Windhoek,SUCCESS,1,46.6,9.19,OT_06,1,0,0,0,0
VPN_0686,2026-08-09 02:52:00,VENDOR_02,USER_02,10.20.2.239,DEV_02_A,Windhoek,SUCCESS,1,38.4,31.39,OT_11,1,0,0,0,0
VPN_0079,2026-08-09 03:59:00,VENDOR_02,USER_02,10.20.2.43,DEV_02_A,Windhoek,FAIL,1,9.2,5.52,OT_13,1,0,0,0,0
VPN_1598,2026-08-09 04:50:00,VENDOR_06,USER_06,10.20.6.34,DEV_06_A,Windhoek,SUCCESS,1,21.7,10.32,OT_06,1,0,0,0,0
VPN_1066,2026-08-09 05:57:00,VENDOR_10,USER_10,10.20.10.195,DEV_10_A,Windhoek,SUCCESS,1,11.8,0.82,OT_01,1,0,3,0,0
VPN_0668,2026-08-09 06:11:00,VENDOR_04,USER_04,10.20.4.196,DEV_04_A,Windhoek,SUCCESS,1,34.0,5.26,OT_15,0,0,1,1,0
VPN_0662,2026-08-09 06:59:00,VENDOR_11,USER_11,10.20.11.103,DEV_11_A,Windhoek,SUCCESS,1,36.9,2.21,OT_07,0,0,1,0,0
VPN_1916,2026-08-09 07:00:00,VENDOR_12,USER_12,10.20.12.180,DEV_12_A,Windhoek,SUCCESS,1,30.2,2.14,OT_12,0,0,0,1,0
VPN_1804,2026-08-09 07:01:00,VENDOR_12,USER_12,10.20.12.192,DEV_12_A,Windhoek,SUCCESS,1,38.4,13.82,OT_12,0,0,0,0,0
VPN_0396,2026-08-09 08:28:00,VENDOR_10,USER_10,10.20.10.86,DEV_10_A,Erongo,FAIL,1,46.7,3.78,OT_15,0,0,0,0,0
VPN_1567,2026-08-09 08:34:00,VENDOR_10,USER_10,10.20.10.133,DEV_10_A,Windhoek,SUCCESS,1,13.6,2.65,OT_09,0,0,1,0,0
VPN_0196,2026-08-09 09:01:00,VENDOR_01,USER_01,10.20.1.106,DEV_01_A,Windhoek,SUCCESS,1,39.5,4.67,OT_06,0,0,0,0,0
VPN_0171,2026-08-09 09:07:00,VENDOR_03,USER_03,198.51.100.193,DEV_EXT_560,Outside Namibia,SUCCESS,1,116.5,85.99,OT_14,0,1,4,1,1
VPN_1885,2026-08-09 09:23:00,VENDOR_06,USER_06,10.20.6.102,DEV_06_A,Windhoek,SUCCESS,1,31.2,5.87,OT_13,0,0,1,0,0
VPN_1554,2026-08-09 09:28:00,VENDOR_05,USER_05,198.51.100.28,DEV_EXT_131,Outside Namibia,SUCCESS,0,83.4,73.39,OT_04,0,1,8,0,1
VPN_1610,2026-08-09 09:32:00,VENDOR_06,USER_06,10.20.6.231,DEV_06_A,Windhoek,SUCCESS,0,16.8,2.37,OT_05,0,0,0,0,0
VPN_0349,2026-08-09 09:41:00,VENDOR_07,USER_07,10.20.7.173,DEV_07_A,Windhoek,SUCCESS,1,29.4,6.02,OT_06,0,0,0,1,0
VPN_0554,2026-08-09 10:12:00,VENDOR_11,USER_11,10.20.11.215,DEV_11_A,Windhoek,SUCCESS,1,27.7,2.3,OT_03,0,0,1,0,0
VPN_0390,2026-08-09 11:08:00,VENDOR_05,USER_05,10.20.5.215,DEV_05_A,Windhoek,SUCCESS,1,28.0,1.35,OT_08,0,0,0,0,0
VPN_0939,2026-08-09 11:21:00,VENDOR_01,USER_01,10.20.1.215,DEV_EXT_808,Windhoek,SUCCESS,1,32.5,6.05,OT_15,0,1,0,0,0
VPN_0457,2026-08-09 11:46:00,VENDOR_05,USER_05,10.20.5.51,DEV_05_A,Windhoek,SUCCESS,1,25.7,12.14,OT_14,0,0,0,0,0
VPN_1096,2026-08-09 11:49:00,VENDOR_05,USER_05,10.20.5.46,DEV_05_A,Erongo,SUCCESS,1,15.9,4.0,OT_07,0,0,0,0,0
VPN_0675,2026-08-09 12:05:00,VENDOR_03,USER_03,10.20.3.235,DEV_03_A,Windhoek,SUCCESS,1,9.0,2.96,OT_02,0,0,1,0,0
VPN_0506,2026-08-09 12:38:00,VENDOR_06,USER_06,198.51.100.75,DEV_EXT_831,Outside Namibia,FAIL,0,81.3,32.11,OT_15,0,1,5,1,1
VPN_1390,2026-08-09 12:41:00,VENDOR_06,USER_06,198.51.100.220,DEV_06_A,Outside Namibia,SUCCESS,1,81.9,13.86,OT_03,0,0,7,1,1
VPN_0476,2026-08-09 12:57:00,VENDOR_03,USER_03,10.20.3.215,DEV_03_A,Windhoek,SUCCESS,1,28.0,11.28,OT_06,0,0,0,0,0
VPN_1827,2026-08-09 13:21:00,VENDOR_03,USER_03,10.20.3.233,DEV_EXT_473,Windhoek,SUCCESS,1,24.7,8.56,OT_12,0,1,0,0,0
VPN_1620,2026-08-09 13:23:00,VENDOR_11,USER_11,10.20.11.117,DEV_11_A,Windhoek,SUCCESS,1,27.0,13.21,OT_13,0,0,0,0,0
VPN_1863,2026-08-09 14:01:00,VENDOR_06,USER_06,10.20.6.37,DEV_06_A,Windhoek,SUCCESS,1,15.2,5.91,OT_04,0,0,0,0,0
VPN_1716,2026-08-09 15:05:00,VENDOR_04,USER_04,198.51.100.2,DEV_EXT_144,Outside Namibia,SUCCESS,0,53.9,44.75,OT_10,0,1,4,1,1
VPN_1296,2026-08-09 15:24:00,VENDOR_08,USER_08,198.51.100.122,DEV_08_A,Unknown,FAIL,0,84.9,46.8,OT_14,0,0,4,1,1
VPN_1722,2026-08-09 15:29:00,VENDOR_07,USER_07,10.20.7.53,DEV_07_A,Windhoek,SUCCESS,1,21.7,4.47,OT_03,0,0,0,0,0
VPN_0159,2026-08-09 15:31:00,VENDOR_01,USER_01,10.20.1.153,DEV_01_A,Windhoek,SUCCESS,1,15.9,5.7,OT_10,0,0,0,0,0
VPN_1179,2026-08-09 15:39:00,VENDOR_09,USER_09,10.20.9.188,DEV_09_A,Windhoek,SUCCESS,1,15.9,1.32,OT_02,0,0,2,0,0
VPN_1993,2026-08-09 15:51:00,VENDOR_05,USER_05,10.20.5.210,DEV_05_A,Windhoek,SUCCESS,1,7.5,2.95,OT_13,0,0,0,0,0
VPN_1527,2026-08-09 16:27:00,VENDOR_02,USER_02,10.20.2.193,DEV_02_A,Windhoek,SUCCESS,1,47.7,14.89,OT_02,0,0,0,0,0
VPN_0120,2026-08-09 16:52:00,VENDOR_01,USER_01,10.20.1.40,DEV_01_A,Windhoek,SUCCESS,1,11.8,10.67,OT_04,0,0,1,0,0
VPN_1426,2026-08-09 17:34:00,VENDOR_10,USER_10,10.20.10.177,DEV_10_A,Windhoek,SUCCESS,1,21.2,2.08,OT_14,0,0,0,1,0
VPN_0124,2026-08-09 17:56:00,VENDOR_06,USER_06,10.20.6.131,DEV_06_A,Windhoek,SUCCESS,1,39.8,4.1,OT_15,0,0,0,0,0
VPN_0633,2026-08-09 18:05:00,VENDOR_02,USER_02,10.20.2.6,DEV_02_A,Erongo,SUCCESS,1,29.0,20.76,OT_13,0,0,0,0,0
VPN_0588,2026-08-09 19:46:00,VENDOR_08,USER_08,10.20.8.51,DEV_08_A,Windhoek,SUCCESS,1,25.7,4.11,OT_14,0,0,0,0,0
VPN_1384,2026-08-09 20:13:00,VENDOR_10,USER_10,10.20.10.126,DEV_10_A,Erongo,SUCCESS,1,26.6,27.49,OT_08,1,0,0,0,0
VPN_1990,2026-08-09 20:29:00,VENDOR_06,USER_06,10.20.6.7,DEV_06_A,Windhoek,SUCCESS,1,15.9,4.18,OT_15,1,0,0,0,0
VPN_1469,2026-08-09 21:07:00,VENDOR_09,USER_09,198.51.100.28,DEV_EXT_987,Outside Namibia,SUCCESS,1,117.4,26.63,OT_03,1,1,3,0,1
VPN_1584,2026-08-09 21:33:00,VENDOR_06,USER_06,10.20.6.231,DEV_06_A,Windhoek,SUCCESS,1,38.7,26.59,OT_01,1,0,2,0,0
VPN_1799,2026-08-09 21:40:00,VENDOR_11,USER_11,198.51.100.66,DEV_EXT_623,Outside Namibia,SUCCESS,0,69.2,18.86,OT_05,1,1,3,1,1
VPN_1420,2026-08-09 22:13:00,VENDOR_03,USER_03,10.20.3.27,DEV_03_A,Windhoek,SUCCESS,1,24.3,3.4,OT_13,1,0,0,0,0
VPN_0315,2026-08-09 22:36:00,VENDOR_06,USER_06,198.51.100.246,DEV_EXT_540,Outside Namibia,FAIL,0,76.4,16.18,OT_10,1,1,3,0,0
VPN_1920,2026-08-09 23:58:00,VENDOR_01,USER_01,198.51.100.117,DEV_EXT_602,Outside Namibia,FAIL,1,79.1,68.56,OT_10,1,1,4,0,1
VPN_1377,2026-08-10 00:02:00,VENDOR_08,USER_08,10.20.8.123,DEV_08_A,Windhoek,SUCCESS,1,25.5,2.29,OT_09,1,0,0,0,0
VPN_1209,2026-08-10 00:48:00,VENDOR_05,USER_05,10.20.5.85,DEV_05_A,Erongo,SUCCESS,1,27.0,1.12,OT_03,1,0,1,0,0
VPN_1591,2026-08-10 01:15:00,VENDOR_10,USER_10,10.20.10.127,DEV_10_A,Erongo,SUCCESS,1,20.6,22.43,OT_15,1,0,1,0,0
VPN_1314,2026-08-10 01:18:00,VENDOR_07,USER_07,10.20.7.205,DEV_07_A,Windhoek,SUCCESS,1,17.4,4.34,OT_13,1,0,0,0,0
VPN_0344,2026-08-10 01:20:00,VENDOR_08,USER_08,10.20.8.144,DEV_08_A,Windhoek,SUCCESS,1,31.4,8.54,OT_05,1,0,0,0,0
VPN_0570,2026-08-10 01:33:00,VENDOR_10,USER_10,10.20.10.249,DEV_10_A,Windhoek,SUCCESS,1,25.8,3.98,OT_13,1,0,0,0,0
VPN_0293,2026-08-10 02:04:00,VENDOR_08,USER_08,10.20.8.9,DEV_08_A,Windhoek,SUCCESS,1,28.2,8.8,OT_01,1,0,1,0,0
VPN_1766,2026-08-10 02:19:00,VENDOR_01,USER_01,10.20.1.128,DEV_01_A,Windhoek,SUCCESS,1,36.3,3.43,OT_07,1,0,0,0,0
VPN_0197,2026-08-10 02:37:00,VENDOR_03,USER_03,10.20.3.31,DEV_03_A,Windhoek,FAIL,1,40.0,12.22,OT_03,1,0,0,0,0
VPN_0780,2026-08-10 03:19:00,VENDOR_10,USER_10,10.20.10.14,DEV_10_A,Erongo,SUCCESS,1,40.8,7.32,OT_11,1,0,0,0,0
VPN_0458,2026-08-10 03:36:00,VENDOR_06,USER_06,10.20.6.35,DEV_06_A,Windhoek,SUCCESS,1,33.9,11.94,OT_13,1,0,1,0,0
VPN_1896,2026-08-10 03:58:00,VENDOR_12,USER_12,10.20.12.166,DEV_12_A,Windhoek,SUCCESS,1,25.0,2.51,OT_13,1,0,0,0,0
VPN_1285,2026-08-10 04:16:00,VENDOR_08,USER_08,10.20.8.77,DEV_08_A,Erongo,SUCCESS,1,11.0,8.58,OT_02,1,0,0,1,0
VPN_0856,2026-08-10 04:49:00,VENDOR_08,USER_08,10.20.8.216,DEV_08_A,Windhoek,SUCCESS,1,38.4,2.46,OT_13,1,0,0,0,1
VPN_0087,2026-08-10 05:02:00,VENDOR_12,USER_12,10.20.12.200,DEV_12_A,Windhoek,SUCCESS,1,32.6,3.99,OT_11,1,0,0,0,0
VPN_0015,2026-08-10 06:05:00,VENDOR_03,USER_03,10.20.3.17,DEV_03_A,Windhoek,SUCCESS,1,9.2,1.12,OT_02,0,0,0,0,0
VPN_0663,2026-08-10 07:06:00,VENDOR_12,USER_12,10.20.12.109,DEV_12_A,Windhoek,SUCCESS,1,19.6,1.68,OT_06,0,0,0,0,0
VPN_1115,2026-08-10 07:41:00,VENDOR_04,USER_04,198.51.100.251,DEV_04_A,Outside Namibia,SUCCESS,0,62.4,73.6,OT_06,0,0,7,0,1
VPN_1414,2026-08-10 07:59:00,VENDOR_06,USER_06,10.20.6.117,DEV_06_A,Windhoek,SUCCESS,1,25.6,3.72,OT_09,0,0,0,0,0
VPN_1187,2026-08-10 08:01:00,VENDOR_07,USER_07,10.20.7.118,DEV_07_A,Windhoek,SUCCESS,1,38.1,6.12,OT_05,0,0,0,0,0
VPN_1431,2026-08-10 08:22:00,VENDOR_02,USER_02,10.20.2.57,DEV_02_A,Windhoek,SUCCESS,1,25.6,10.59,OT_11,0,0,0,0,0
VPN_1918,2026-08-10 08:36:00,VENDOR_09,USER_09,10.20.9.17,DEV_09_A,Windhoek,SUCCESS,1,33.9,18.58,OT_05,0,0,1,0,0
VPN_0647,2026-08-10 08:51:00,VENDOR_04,USER_04,10.20.4.38,DEV_EXT_370,Windhoek,SUCCESS,1,30.5,17.05,OT_14,0,1,0,0,0
VPN_1526,2026-08-10 08:59:00,VENDOR_02,USER_02,10.20.2.95,DEV_02_A,Windhoek,SUCCESS,1,11.5,6.83,OT_12,0,0,0,0,0
VPN_0128,2026-08-10 10:26:00,VENDOR_05,USER_05,10.20.5.67,DEV_05_A,Windhoek,SUCCESS,1,35.1,2.78,OT_13,0,0,0,0,0
VPN_0878,2026-08-10 10:33:00,VENDOR_08,USER_08,198.51.100.18,DEV_EXT_470,Unknown,SUCCESS,0,103.6,94.36,OT_01,0,1,7,1,1
VPN_1058,2026-08-10 10:41:00,VENDOR_07,USER_07,10.20.7.147,DEV_07_A,Erongo,SUCCESS,1,22.5,3.84,OT_05,0,0,0,0,0
VPN_1247,2026-08-10 11:13:00,VENDOR_04,USER_04,198.51.100.46,DEV_EXT_448,Unknown,FAIL,0,81.4,46.31,OT_04,0,1,5,1,1
VPN_1318,2026-08-10 11:15:00,VENDOR_03,USER_03,198.51.100.216,DEV_03_A,Outside Namibia,SUCCESS,1,98.7,92.6,OT_01,0,0,2,1,1
