telemetry_id,timestamp,asset_id,sensor_type,value,set_point,deviation,command_count,state,anomaly_flag
TEL_0886,2026-08-05 21:37:00,OT_01,reservoir_level_pct,68.099,72.0,3.901,0,NORMAL,0
TEL_1180,2026-08-05 21:39:00,OT_10,reservoir_level_pct,77.38,72.0,5.38,0,NORMAL,0
TEL_0811,2026-08-05 21:53:00,OT_14,pressure_bar,3.931,4.0,0.069,1,NORMAL,0
TEL_0953,2026-08-05 22:02:00,OT_10,pressure_bar,3.849,4.0,0.151,0,NORMAL,0
TEL_0364,2026-08-05 22:17:00,OT_12,reservoir_level_pct,102.487,72.0,30.487,8,ALARM,1
TEL_1412,2026-08-05 23:01:00,OT_01,reservoir_level_pct,82.458,72.0,10.458,7,ALARM,1
TEL_0413,2026-08-05 23:26:00,OT_14,reservoir_level_pct,69.632,72.0,2.368,1,NORMAL,0
TEL_0614,2026-08-05 23:30:00,OT_11,chlorine_mg_l,0.582,0.7,0.118,0,NORMAL,0
TEL_0274,2026-08-05 23:33:00,OT_12,pressure_bar,3.345,4.0,0.655,0,NORMAL,0
TEL_1031,2026-08-05 23:40:00,OT_08,flow_lps,235.37,210.0,25.37,0,NORMAL,0
TEL_0918,2026-08-06 00:53:00,OT_15,flow_lps,220.584,210.0,10.584,4,NORMAL,0
TEL_0977,2026-08-06 02:08:00,OT_13,reservoir_level_pct,78.292,72.0,6.292,2,NORMAL,0
TEL_0973,2026-08-06 02:28:00,OT_04,chlorine_mg_l,0.731,0.7,0.031,1,NORMAL,0
TEL_1078,2026-08-06 03:13:00,OT_07,pressure_bar,3.898,4.0,0.102,1,NORMAL,0
TEL_0323,2026-08-06 04:32:00,OT_10,flow_lps,223.025,210.0,13.025,2,NORMAL,0
TEL_0298,2026-08-06 04:45:00,OT_09,flow_lps,216.247,210.0,6.247,0,NORMAL,0
TEL_0545,2026-08-06 05:24:00,OT_03,flow_lps,169.561,210.0,40.439,0,NORMAL,0
TEL_1087,2026-08-06 05:30:00,OT_05,pressure_bar,4.197,4.0,0.197,4,NORMAL,0
TEL_0329,2026-08-06 06:08:00,OT_04,chlorine_mg_l,0.727,0.7,0.027,0,NORMAL,0
TEL_0347,2026-08-06 08:37:00,OT_06,reservoir_level_pct,61.375,72.0,10.625,2,NORMAL,0
TEL_1154,2026-08-06 09:18:00,OT_10,flow_lps,192.557,210.0,17.443,0,NORMAL,0
TEL_1366,2026-08-06 09:22:00,OT_09,chlorine_mg_l,0.631,0.7,0.069,0,NORMAL,0
TEL_0633,2026-08-06 10:24:00,OT_09,chlorine_mg_l,1.06,0.7,0.36,7,ALARM,1
TEL_0088,2026-08-06 10:28:00,OT_12,reservoir_level_pct,63.415,72.0,8.585,1,NORMAL,0
TEL_0212,2026-08-06 11:03:00,OT_15,pressure_bar,3.653,4.0,0.347,1,NORMAL,0
TEL_1138,2026-08-06 11:41:00,OT_08,flow_lps,243.736,210.0,33.736,2,NORMAL,0
TEL_0081,2026-08-06 11:47:00,OT_10,reservoir_level_pct,76.965,72.0,4.965,1,NORMAL,0
TEL_1165,2026-08-06 11:57:00,OT_07,chlorine_mg_l,0.701,0.7,0.001,1,NORMAL,0
TEL_0605,2026-08-06 14:21:00,OT_05,chlorine_mg_l,0.705,0.7,0.005,0,NORMAL,0
TEL_0251,2026-08-06 14:46:00,OT_13,reservoir_level_pct,59.621,72.0,12.379,1,NORMAL,0
TEL_1168,2026-08-06 15:11:00,OT_08,chlorine_mg_l,0.596,0.7,0.104,2,NORMAL,0
TEL_1480,2026-08-06 15:39:00,OT_04,flow_lps,170.149,210.0,39.851,0,NORMAL,0
TEL_0564,2026-08-06 15:56:00,OT_06,flow_lps,173.025,210.0,36.975,3,NORMAL,0
TEL_0106,2026-08-06 16:30:00,OT_04,reservoir_level_pct,73.372,72.0,1.372,0,NORMAL,0
TEL_0226,2026-08-06 17:11:00,OT_08,pressure_bar,4.19,4.0,0.19,3,NORMAL,0
TEL_1284,2026-08-06 18:18:00,OT_05,reservoir_level_pct,66.342,72.0,5.658,0,NORMAL,0
TEL_0430,2026-08-06 18:43:00,OT_08,chlorine_mg_l,0.605,0.7,0.095,0,NORMAL,0
TEL_1304,2026-08-06 20:14:00,OT_05,reservoir_level_pct,71.143,72.0,0.857,2,NORMAL,0
TEL_1250,2026-08-06 21:06:00,OT_03,reservoir_level_pct,67.682,72.0,4.318,2,NORMAL,0
TEL_0536,2026-08-06 22:34:00,OT_02,flow_lps,247.04,210.0,37.04,1,NORMAL,0
TEL_0513,2026-08-07 00:09:00,OT_05,reservoir_level_pct,67.452,72.0,4.548,4,NORMAL,0
TEL_0008,2026-08-07 00:10:00,OT_08,reservoir_level_pct,58.091,72.0,13.909,2,NORMAL,0
TEL_0618,2026-08-07 00:13:00,OT_08,chlorine_mg_l,0.78,0.7,0.08,0,NORMAL,0
TEL_0030,2026-08-07 01:17:00,OT_09,flow_lps,205.258,210.0,4.742,0,NORMAL,0
TEL_0122,2026-08-07 01:57:00,OT_06,flow_lps,237.079,210.0,27.079,1,NORMAL,0
TEL_0258,2026-08-07 02:21:00,OT_06,flow_lps,221.116,210.0,11.116,3,NORMAL,0
TEL_0320,2026-08-07 03:22:00,OT_15,reservoir_level_pct,75.025,72.0,3.025,0,NORMAL,0
TEL_1247,2026-08-07 03:32:00,OT_02,pressure_bar,4.119,4.0,0.119,1,NORMAL,0
TEL_1055,2026-08-07 03:54:00,OT_07,pressure_bar,4.329,4.0,0.329,0,NORMAL,0
TEL_0760,2026-08-07 03:58:00,OT_14,pressure_bar,3.554,4.0,0.446,1,NORMAL,0
TEL_0037,2026-08-07 04:02:00,OT_02,flow_lps,204.203,210.0,5.797,0,NORMAL,0
TEL_0681,2026-08-07 04:14:00,OT_12,flow_lps,176.635,210.0,33.365,3,NORMAL,0
TEL_0096,2026-08-07 04:24:00,OT_09,reservoir_level_pct,65.878,72.0,6.122,6,ALARM,1
TEL_0461,2026-08-07 04:42:00,OT_13,pressure_bar,3.482,4.0,0.518,1,NORMAL,0
TEL_1094,2026-08-07 04:43:00,OT_13,chlorine_mg_l,0.774,0.7,0.074,1,NORMAL,0
TEL_0524,2026-08-07 04:50:00,OT_09,pressure_bar,3.381,4.0,0.619,1,NORMAL,0
TEL_0366,2026-08-07 06:27:00,OT_11,reservoir_level_pct,75.944,72.0,3.944,0,NORMAL,0
TEL_1234,2026-08-07 06:49:00,OT_01,flow_lps,193.084,210.0,16.916,0,NORMAL,0
TEL_0016,2026-08-07 09:15:00,OT_03,pressure_bar,4.428,4.0,0.428,2,NORMAL,0
TEL_1139,2026-08-07 09:48:00,OT_07,flow_lps,177.934,210.0,32.066,1,NORMAL,0
TEL_0519,2026-08-07 10:25:00,OT_15,chlorine_mg_l,0.586,0.7,0.114,1,NORMAL,0
TEL_0887,2026-08-07 11:39:00,OT_07,chlorine_mg_l,0.718,0.7,0.018,0,NORMAL,0
TEL_0935,2026-08-07 12:16:00,OT_10,chlorine_mg_l,0.823,0.7,0.123,0,NORMAL,0
TEL_0126,2026-08-07 13:04:00,OT_05,pressure_bar,4.806,4.0,0.806,5,NORMAL,0
TEL_1069,2026-08-07 13:16:00,OT_01,chlorine_mg_l,0.683,0.7,0.017,1,NORMAL,0
TEL_0363,2026-08-07 13:58:00,OT_05,pressure_bar,4.291,4.0,0.291,2,NORMAL,0
TEL_1493,2026-08-07 14:15:00,OT_07,pressure_bar,3.899,4.0,0.101,1,NORMAL,0
TEL_0523,2026-08-07 14:38:00,OT_09,flow_lps,168.646,210.0,41.354,4,NORMAL,0
TEL_0653,2026-08-07 14:40:00,OT_13,chlorine_mg_l,0.621,0.7,0.079,0,NORMAL,0
TEL_1212,2026-08-07 14:59:00,OT_08,pressure_bar,5.073,4.0,1.073,3,NORMAL,0
TEL_0568,2026-08-07 16:15:00,OT_06,pressure_bar,4.385,4.0,0.385,1,NORMAL,0
TEL_1469,2026-08-07 16:25:00,OT_05,pressure_bar,3.3,4.0,0.7,2,NORMAL,0
TEL_0660,2026-08-07 16:52:00,OT_10,chlorine_mg_l,0.643,0.7,0.057,0,NORMAL,0
TEL_0035,2026-08-07 17:15:00,OT_07,pressure_bar,4.078,4.0,0.078,1,NORMAL,0
TEL_0188,2026-08-07 18:33:00,OT_06,pressure_bar,3.673,4.0,0.327,0,NORMAL,0
TEL_1310,2026-08-07 18:58:00,OT_15,reservoir_level_pct,68.846,72.0,3.154,3,NORMAL,0
TEL_0685,2026-08-07 20:35:00,OT_06,reservoir_level_pct,81.19,72.0,9.19,1,NORMAL,0
TEL_1202,2026-08-07 21:08:00,OT_10,flow_lps,187.818,210.0,22.182,0,NORMAL,0
TEL_1213,2026-08-07 21:09:00,OT_09,flow_lps,229.99,210.0,19.99,1,NORMAL,0
TEL_1397,2026-08-07 21:34:00,OT_02,flow_lps,199.923,210.0,10.077,0,NORMAL,0
TEL_0139,2026-08-07 22:08:00,OT_09,chlorine_mg_l,0.845,0.7,0.145,1,NORMAL,0
TEL_0316,2026-08-07 22:10:00,OT_05,reservoir_level_pct,78.974,72.0,6.974,1,NORMAL,0
TEL_0549,2026-08-07 22:54:00,OT_09,pressure_bar,3.066,4.0,0.934,1,NORMAL,0
TEL_0559,2026-08-07 23:39:00,OT_13,reservoir_level_pct,68.952,72.0,3.048,1,NORMAL,0
TEL_0994,2026-08-07 23:40:00,OT_05,flow_lps,197.713,210.0,12.287,0,NORMAL,0
TEL_0132,2026-08-07 23:46:00,OT_02,reservoir_level_pct,72.806,72.0,0.806,2,NORMAL,0
TEL_0529,2026-08-08 00:26:00,OT_10,flow_lps,147.472,210.0,62.528,2,NORMAL,0
TEL_0330,2026-08-08 00:27:00,OT_02,pressure_bar,4.184,4.0,0.184,1,NORMAL,0
TEL_1194,2026-08-08 00:50:00,OT_11,reservoir_level_pct,79.92,72.0,7.92,1,NORMAL,0
TEL_0518,2026-08-08 02:10:00,OT_06,reservoir_level_pct,73.605,72.0,1.605,2,NORMAL,0
TEL_0099,2026-08-08 02:20:00,OT_10,flow_lps,176.008,210.0,33.992,2,NORMAL,0
TEL_0134,2026-08-08 02:31:00,OT_09,chlorine_mg_l,0.767,0.7,0.067,0,NORMAL,0
TEL_1267,2026-08-08 02:57:00,OT_11,flow_lps,197.832,210.0,12.168,0,NORMAL,0
TEL_1177,2026-08-08 03:02:00,OT_07,flow_lps,177.393,210.0,32.607,0,NORMAL,0
TEL_1110,2026-08-08 04:05:00,OT_15,reservoir_level_pct,74.917,72.0,2.917,3,NORMAL,0
TEL_0965,2026-08-08 04:11:00,OT_02,flow_lps,260.082,210.0,50.082,0,NORMAL,0
TEL_1218,2026-08-08 05:00:00,OT_13,chlorine_mg_l,0.683,0.7,0.017,1,NORMAL,0
TEL_0929,2026-08-08 06:15:00,OT_05,chlorine_mg_l,0.73,0.7,0.03,1,NORMAL,0
TEL_1150,2026-08-08 08:09:00,OT_02,flow_lps,207.155,210.0,2.845,2,NORMAL,0
TEL_1364,2026-08-08 09:41:00,OT_09,flow_lps,180.687,210.0,29.313,1,NORMAL,0
TEL_0569,2026-08-08 09:56:00,OT_07,chlorine_mg_l,0.812,0.7,0.112,1,NORMAL,0
TEL_1263,2026-08-08 10:06:00,OT_01,flow_lps,227.234,210.0,17.234,1,NORMAL,0
TEL_0840,2026-08-08 10:28:00,OT_12,flow_lps,188.234,210.0,21.766,1,NORMAL,0
TEL_0160,2026-08-08 10:40:00,OT_02,chlorine_mg_l,0.619,0.7,0.081,1,NORMAL,0
TEL_0412,2026-08-08 10:52:00,OT_12,pressure_bar,3.541,4.0,0.459,0,NORMAL,0
TEL_0854,2026-08-08 11:08:00,OT_09,chlorine_mg_l,0.755,0.7,0.055,0,NORMAL,0
TEL_0515,2026-08-08 11:14:00,OT_08,reservoir_level_pct,71.78,72.0,0.22,1,NORMAL,0
TEL_0154,2026-08-08 11:15:00,OT_09,chlorine_mg_l,0.707,0.7,0.007,2,NORMAL,0
TEL_0445,2026-08-08 11:21:00,OT_10,chlorine_mg_l,0.749,0.7,0.049,0,NORMAL,0
TEL_0582,2026-08-08 11:49:00,OT_10,reservoir_level_pct,67.973,72.0,4.027,2,NORMAL,0
TEL_0590,2026-08-08 12:01:00,OT_11,chlorine_mg_l,0.807,0.7,0.107,2,NORMAL,0
TEL_0429,2026-08-08 12:47:00,OT_07,chlorine_mg_l,0.682,0.7,0.018,1,NORMAL,0
TEL_0872,2026-08-08 13:01:00,OT_01,chlorine_mg_l,0.637,0.7,0.063,2,NORMAL,0
TEL_0600,2026-08-08 13:06:00,OT_03,reservoir_level_pct,76.706,72.0,4.706,0,NORMAL,0
TEL_0442,2026-08-08 13:26:00,OT_06,pressure_bar,3.918,4.0,0.082,5,NORMAL,0
TEL_0338,2026-08-08 13:53:00,OT_09,chlorine_mg_l,0.638,0.7,0.062,3,NORMAL,0
TEL_0687,2026-08-08 14:12:00,OT_05,reservoir_level_pct,92.521,72.0,20.521,3,NORMAL,0
TEL_1289,2026-08-08 17:07:00,OT_13,pressure_bar,3.893,4.0,0.107,1,NORMAL,0
TEL_0761,2026-08-08 18:13:00,OT_08,flow_lps,227.659,210.0,17.659,1,NORMAL,0
TEL_0255,2026-08-08 18:25:00,OT_10,reservoir_level_pct,90.178,72.0,18.178,2,NORMAL,0
TEL_0457,2026-08-08 18:40:00,OT_13,chlorine_mg_l,0.655,0.7,0.045,1,NORMAL,0
TEL_0771,2026-08-08 18:41:00,OT_02,pressure_bar,4.063,4.0,0.063,1,NORMAL,0
TEL_0471,2026-08-08 18:56:00,OT_04,flow_lps,212.219,210.0,2.219,1,NORMAL,0
TEL_0894,2026-08-08 19:44:00,OT_06,flow_lps,198.718,210.0,11.282,1,NORMAL,0
TEL_0469,2026-08-08 19:44:00,OT_10,reservoir_level_pct,77.129,72.0,5.129,0,NORMAL,0
TEL_0583,2026-08-08 19:47:00,OT_07,chlorine_mg_l,0.616,0.7,0.084,2,NORMAL,0
TEL_0986,2026-08-08 20:15:00,OT_10,chlorine_mg_l,0.602,0.7,0.098,1,NORMAL,0
TEL_0905,2026-08-08 20:26:00,OT_04,flow_lps,160.927,210.0,49.073,2,NORMAL,0
TEL_0863,2026-08-08 21:14:00,OT_15,pressure_bar,3.449,4.0,0.551,1,NORMAL,0
TEL_0829,2026-08-08 22:33:00,OT_04,pressure_bar,4.076,4.0,0.076,0,NORMAL,0
TEL_0301,2026-08-08 23:06:00,OT_06,pressure_bar,4.251,4.0,0.251,1,NORMAL,0
TEL_0652,2026-08-08 23:40:00,OT_15,flow_lps,241.082,210.0,31.082,0,NORMAL,0
TEL_0266,2026-08-09 00:05:00,OT_06,flow_lps,183.554,210.0,26.446,1,NORMAL,0
TEL_0180,2026-08-09 00:26:00,OT_05,flow_lps,190.239,210.0,19.761,2,NORMAL,0
TEL_0827,2026-08-09 00:58:00,OT_14,reservoir_level_pct,68.928,72.0,3.072,1,NORMAL,0
TEL_1421,2026-08-09 01:49:00,OT_08,flow_lps,158.063,210.0,51.937,0,NORMAL,0
TEL_1482,2026-08-09 02:26:00,OT_04,pressure_bar,4.017,4.0,0.017,1,NORMAL,0
TEL_0224,2026-08-09 03:20:00,OT_04,flow_lps,214.355,210.0,4.355,2,NORMAL,0
TEL_0130,2026-08-09 04:03:00,OT_06,pressure_bar,4.008,4.0,0.008,2,NORMAL,0
TEL_1403,2026-08-09 04:06:00,OT_12,chlorine_mg_l,0.739,0.7,0.039,3,NORMAL,0
TEL_0883,2026-08-09 04:56:00,OT_06,reservoir_level_pct,81.295,72.0,9.295,8,ALARM,1
TEL_0770,2026-08-09 04:58:00,OT_14,pressure_bar,4.887,4.0,0.887,0,NORMAL,0
TEL_0051,2026-08-09 05:31:00,OT_07,flow_lps,226.059,210.0,16.059,1,NORMAL,0
TEL_1187,2026-08-09 05:39:00,OT_12,reservoir_level_pct,66.013,72.0,5.987,4,NORMAL,0
TEL_0197,2026-08-09 05:49:00,OT_12,flow_lps,195.413,210.0,14.587,4,NORMAL,0
TEL_0425,2026-08-09 06:12:00,OT_05,flow_lps,202.699,210.0,7.301,4,NORMAL,0
TEL_0942,2026-08-09 06:43:00,OT_12,chlorine_mg_l,0.774,0.7,0.074,2,NORMAL,0
TEL_1322,2026-08-09 06:55:00,OT_15,flow_lps,190.714,210.0,19.286,0,NORMAL,0
TEL_1179,2026-08-09 08:17:00,OT_06,chlorine_mg_l,0.702,0.7,0.002,1,NORMAL,0
TEL_1054,2026-08-09 08:28:00,OT_10,pressure_bar,4.112,4.0,0.112,0,NORMAL,0
TEL_0202,2026-08-09 08:33:00,OT_13,pressure_bar,3.86,4.0,0.14,0,NORMAL,0
TEL_1278,2026-08-09 08:41:00,OT_01,reservoir_level_pct,72.449,72.0,0.449,1,NORMAL,0
TEL_0182,2026-08-09 08:43:00,OT_14,flow_lps,200.537,210.0,9.463,0,NORMAL,0
TEL_1313,2026-08-09 09:03:00,OT_08,chlorine_mg_l,0.679,0.7,0.021,2,NORMAL,0
TEL_0535,2026-08-09 09:28:00,OT_12,pressure_bar,3.866,4.0,0.134,0,NORMAL,0
TEL_0070,2026-08-09 09:38:00,OT_15,chlorine_mg_l,0.691,0.7,0.009,0,NORMAL,0
TEL_1057,2026-08-09 10:19:00,OT_04,flow_lps,209.799,210.0,0.201,2,NORMAL,0
TEL_0295,2026-08-09 11:38:00,OT_14,flow_lps,233.224,210.0,23.224,0,NORMAL,0
TEL_0765,2026-08-09 11:39:00,OT_09,pressure_bar,4.113,4.0,0.113,0,NORMAL,0
TEL_1076,2026-08-09 11:53:00,OT_02,pressure_bar,4.206,4.0,0.206,0,NORMAL,0
TEL_0489,2026-08-09 12:36:00,OT_09,chlorine_mg_l,0.62,0.7,0.08,0,NORMAL,0
TEL_1320,2026-08-09 12:55:00,OT_01,chlorine_mg_l,0.867,0.7,0.167,4,NORMAL,0
TEL_0498,2026-08-09 13:20:00,OT_08,reservoir_level_pct,66.748,72.0,5.252,0,NORMAL,0
TEL_0921,2026-08-09 13:44:00,OT_13,pressure_bar,4.067,4.0,0.067,1,NORMAL,0
TEL_0121,2026-08-09 14:10:00,OT_13,pressure_bar,4.209,4.0,0.209,1,NORMAL,0
TEL_0825,2026-08-09 14:52:00,OT_10,flow_lps,203.207,210.0,6.793,3,NORMAL,0
TEL_1427,2026-08-09 16:05:00,OT_06,reservoir_level_pct,70.618,72.0,1.382,2,NORMAL,0
TEL_1016,2026-08-09 16:38:00,OT_03,chlorine_mg_l,0.614,0.7,0.086,0,NORMAL,0
TEL_0015,2026-08-09 16:50:00,OT_05,chlorine_mg_l,0.743,0.7,0.043,1,NORMAL,0
TEL_1380,2026-08-09 17:30:00,OT_15,flow_lps,250.928,210.0,40.928,0,NORMAL,0
TEL_0109,2026-08-09 19:13:00,OT_10,pressure_bar,4.899,4.0,0.899,1,NORMAL,0
TEL_0234,2026-08-09 19:21:00,OT_05,reservoir_level_pct,81.098,72.0,9.098,2,NORMAL,0
TEL_1079,2026-08-09 19:25:00,OT_09,reservoir_level_pct,80.978,72.0,8.978,0,NORMAL,0
TEL_0707,2026-08-09 19:49:00,OT_10,chlorine_mg_l,0.746,0.7,0.046,1,NORMAL,0
TEL_0539,2026-08-09 20:29:00,OT_14,reservoir_level_pct,69.806,72.0,2.194,2,NORMAL,0
TEL_0272,2026-08-09 21:18:00,OT_03,chlorine_mg_l,0.74,0.7,0.04,2,NORMAL,0
TEL_0094,2026-08-09 23:10:00,OT_05,reservoir_level_pct,48.593,72.0,23.407,2,NORMAL,0
TEL_0003,2026-08-09 23:40:00,OT_13,flow_lps,181.469,210.0,28.531,0,NORMAL,0
TEL_1442,2026-08-10 00:41:00,OT_08,pressure_bar,3.208,4.0,0.792,2,NORMAL,0
TEL_0450,2026-08-10 01:26:00,OT_14,chlorine_mg_l,0.708,0.7,0.008,1,NORMAL,0
TEL_1494,2026-08-10 01:40:00,OT_03,reservoir_level_pct,74.593,72.0,2.593,2,NORMAL,0
TEL_0393,2026-08-10 04:12:00,OT_14,reservoir_level_pct,88.429,72.0,16.429,0,NORMAL,0
TEL_1112,2026-08-10 04:29:00,OT_04,pressure_bar,3.788,4.0,0.212,2,NORMAL,0
TEL_0242,2026-08-10 04:35:00,OT_15,chlorine_mg_l,0.694,0.7,0.006,1,NORMAL,0
TEL_0796,2026-08-10 05:18:00,OT_07,pressure_bar,3.787,4.0,0.213,2,NORMAL,0
TEL_1253,2026-08-10 05:22:00,OT_01,pressure_bar,3.958,4.0,0.042,0,NORMAL,0
TEL_1373,2026-08-10 05:30:00,OT_03,pressure_bar,7.661,4.0,3.661,9,ALARM,1
TEL_0772,2026-08-10 06:38:00,OT_06,pressure_bar,4.068,4.0,0.068,0,NORMAL,0
TEL_0845,2026-08-10 07:31:00,OT_02,flow_lps,200.919,210.0,9.081,0,NORMAL,0
TEL_1449,2026-08-10 07:35:00,OT_10,pressure_bar,4.36,4.0,0.36,1,NORMAL,0
TEL_0441,2026-08-10 08:18:00,OT_09,chlorine_mg_l,0.792,0.7,0.092,0,NORMAL,0
TEL_1429,2026-08-10 08:37:00,OT_12,flow_lps,227.449,210.0,17.449,2,NORMAL,0
TEL_0708,2026-08-10 08:52:00,OT_02,pressure_bar,3.595,4.0,0.405,2,NORMAL,0
TEL_0834,2026-08-10 08:57:00,OT_09,chlorine_mg_l,0.756,0.7,0.056,0,NORMAL,0
TEL_0174,2026-08-10 09:29:00,OT_05,reservoir_level_pct,55.691,72.0,16.309,0,NORMAL,0
TEL_0784,2026-08-10 10:17:00,OT_11,chlorine_mg_l,0.716,0.7,0.016,1,NORMAL,0
TEL_0284,2026-08-10 11:48:00,OT_04,pressure_bar,4.601,4.0,0.601,0,NORMAL,0
TEL_1292,2026-08-10 11:49:00,OT_08,pressure_bar,4.474,4.0,0.474,1,NORMAL,0
TEL_0560,2026-08-10 12:32:00,OT_08,flow_lps,231.314,210.0,21.314,1,NORMAL,0
TEL_1444,2026-08-10 13:34:00,OT_14,pressure_bar,4.427,4.0,0.427,0,NORMAL,0
TEL_0480,2026-08-10 13:39:00,OT_09,flow_lps,209.154,210.0,0.846,3,NORMAL,0
TEL_0388,2026-08-10 13:39:00,OT_08,flow_lps,234.57,210.0,24.57,0,NORMAL,0
TEL_0227,2026-08-10 14:27:00,OT_02,flow_lps,168.721,210.0,41.279,2,NORMAL,0
TEL_0819,2026-08-10 14:46:00,OT_14,chlorine_mg_l,0.706,0.7,0.006,0,NORMAL,0
TEL_0668,2026-08-10 15:32:00,OT_08,reservoir_level_pct,60.199,72.0,11.801,0,NORMAL,0
TEL_0575,2026-08-10 15:45:00,OT_08,chlorine_mg_l,0.626,0.7,0.074,1,NORMAL,0
TEL_0952,2026-08-10 16:31:00,OT_02,pressure_bar,6.426,4.0,2.426,4,ALARM,1
TEL_1071,2026-08-10 16:42:00,OT_06,reservoir_level_pct,67.862,72.0,4.138,2,NORMAL,0
TEL_1011,2026-08-10 17:06:00,OT_13,reservoir_level_pct,66.462,72.0,5.538,2,NORMAL,0
TEL_0599,2026-08-10 17:09:00,OT_05,pressure_bar,4.873,4.0,0.873,0,NORMAL,0
TEL_0209,2026-08-10 17:58:00,OT_10,pressure_bar,3.962,4.0,0.038,1,NORMAL,0
TEL_1065,2026-08-10 18:03:00,OT_11,pressure_bar,4.032,4.0,0.032,0,NORMAL,0
TEL_0293,2026-08-10 19:24:00,OT_07,reservoir_level_pct,93.417,72.0,21.417,10,ALARM,1
TEL_1243,2026-08-10 20:24:00,OT_02,reservoir_level_pct,74.945,72.0,2.945,1,NORMAL,0
TEL_0758,2026-08-10 21:34:00,OT_02,reservoir_level_pct,79.617,72.0,7.617,0,NORMAL,0
TEL_0552,2026-08-10 22:18:00,OT_14,flow_lps,157.394,210.0,52.606,0,NORMAL,0
TEL_0788,2026-08-10 22:39:00,OT_15,chlorine_mg_l,0.695,0.7,0.005,0,NORMAL,0
TEL_0888,2026-08-10 22:59:00,OT_09,reservoir_level_pct,76.96,72.0,4.96,0,NORMAL,0
TEL_0190,2026-08-10 23:09:00,OT_09,pressure_bar,3.893,4.0,0.107,1,NORMAL,0
TEL_0488,2026-08-10 23:21:00,OT_09,reservoir_level_pct,67.536,72.0,4.464,2,NORMAL,0
TEL_0822,2026-08-10 23:44:00,OT_15,pressure_bar,3.705,4.0,0.295,1,NORMAL,0
TEL_0073,2026-08-11 02:07:00,OT_10,reservoir_level_pct,77.462,72.0,5.462,0,NORMAL,0
TEL_0504,2026-08-11 02:22:00,OT_03,reservoir_level_pct,89.776,72.0,17.776,6,ALARM,1
TEL_0622,2026-08-11 02:59:00,OT_04,pressure_bar,3.869,4.0,0.131,0,NORMAL,0
TEL_1178,2026-08-11 04:30:00,OT_06,pressure_bar,4.577,4.0,0.577,2,NORMAL,0
TEL_0839,2026-08-11 05:50:00,OT_03,pressure_bar,4.434,4.0,0.434,0,NORMAL,0
TEL_0170,2026-08-11 07:00:00,OT_06,reservoir_level_pct,106.086,72.0,34.086,9,ALARM,1
TEL_0004,2026-08-11 07:46:00,OT_14,pressure_bar,3.913,4.0,0.087,0,NORMAL,0
TEL_0629,2026-08-11 07:58:00,OT_08,reservoir_level_pct,62.443,72.0,9.557,2,NORMAL,0
TEL_0259,2026-08-11 08:06:00,OT_02,flow_lps,215.351,210.0,5.351,0,NORMAL,0
TEL_1109,2026-08-11 08:19:00,OT_07,chlorine_mg_l,0.759,0.7,0.059,1,NORMAL,0
TEL_1203,2026-08-11 08:30:00,OT_15,pressure_bar,4.055,4.0,0.055,0,NORMAL,0
TEL_0111,2026-08-11 08:40:00,OT_05,chlorine_mg_l,0.565,0.7,0.135,1,NORMAL,0
TEL_1061,2026-08-11 08:49:00,OT_14,pressure_bar,4.517,4.0,0.517,1,NORMAL,0
TEL_1337,2026-08-11 08:58:00,OT_09,pressure_bar,4.47,4.0,0.47,1,NORMAL,0
TEL_1297,2026-08-11 09:00:00,OT_11,chlorine_mg_l,0.587,0.7,0.113,0,NORMAL,0
TEL_1264,2026-08-11 10:51:00,OT_02,flow_lps,190.46,210.0,19.54,2,NORMAL,0
TEL_0114,2026-08-11 11:32:00,OT_14,chlorine_mg_l,0.755,0.7,0.055,1,NORMAL,0
TEL_1317,2026-08-11 11:34:00,OT_14,chlorine_mg_l,0.714,0.7,0.014,1,NORMAL,0
TEL_0595,2026-08-11 11:56:00,OT_12,pressure_bar,4.342,4.0,0.342,3,NORMAL,0
TEL_0332,2026-08-11 12:36:00,OT_15,flow_lps,227.881,210.0,17.881,0,NORMAL,0
TEL_1155,2026-08-11 12:37:00,OT_10,chlorine_mg_l,0.775,0.7,0.075,0,NORMAL,0
TEL_1433,2026-08-11 12:54:00,OT_02,pressure_bar,4.978,4.0,0.978,1,NORMAL,0
TEL_0739,2026-08-11 12:55:00,OT_01,chlorine_mg_l,0.924,0.7,0.224,1,NORMAL,0
TEL_0079,2026-08-11 13:22:00,OT_12,flow_lps,183.366,210.0,26.634,3,NORMAL,0
TEL_1428,2026-08-11 13:44:00,OT_08,reservoir_level_pct,79.301,72.0,7.301,0,NORMAL,0
TEL_1383,2026-08-11 14:38:00,OT_14,reservoir_level_pct,77.042,72.0,5.042,0,NORMAL,0
TEL_1021,2026-08-11 15:50:00,OT_08,reservoir_level_pct,72.303,72.0,0.303,0,NORMAL,0
TEL_0815,2026-08-11 15:59:00,OT_13,chlorine_mg_l,0.588,0.7,0.112,2,NORMAL,0
TEL_1315,2026-08-11 16:17:00,OT_08,pressure_bar,2.853,4.0,1.147,1,NORMAL,0
TEL_0240,2026-08-11 16:28:00,OT_04,chlorine_mg_l,0.775,0.7,0.075,2,NORMAL,0
TEL_0136,2026-08-11 17:09:00,OT_14,pressure_bar,4.268,4.0,0.268,0,NORMAL,0
