session_id,timestamp,vendor_id,user_id,asset_id,label_suspicious,supervised_probability,anomaly_percentile,risk_score,risk_level,recommended_action
VPN_1555,2026-08-18 09:03:00,VENDOR_05,USER_05,OT_04,0,0.08864564081218176,79.15,27.6,Low,Allow with normal monitoring
VPN_1475,2026-08-25 15:57:00,VENDOR_09,USER_09,OT_03,0,0.08499190661359211,80.15,27.6,Low,Allow with normal monitoring
VPN_1871,2026-08-03 23:11:00,VENDOR_04,USER_04,OT_08,0,0.058235162510471124,73.6,27.6,Low,Allow with normal monitoring
VPN_1322,2026-08-03 16:35:00,VENDOR_03,USER_03,OT_15,0,0.1886075504695,75.55,27.6,Low,Allow with normal monitoring
VPN_0458,2026-08-10 03:36:00,VENDOR_06,USER_06,OT_13,0,0.07973465648891288,67.7,27.5,Low,Allow with normal monitoring
VPN_0352,2026-08-29 07:21:00,VENDOR_12,USER_12,OT_04,0,0.09405192243311435,77.25,27.5,Low,Allow with normal monitoring
VPN_0776,2026-08-24 15:51:00,VENDOR_04,USER_04,OT_03,0,0.0944492733913338,77.4,27.5,Low,Allow with normal monitoring
VPN_0204,2026-08-03 04:54:00,VENDOR_04,USER_04,OT_04,0,0.10829177392111734,60.3,27.5,Low,Allow with normal monitoring
VPN_0487,2026-08-16 02:26:00,VENDOR_11,USER_11,OT_03,0,0.07025328598449503,69.55,27.4,Low,Allow with normal monitoring
VPN_1203,2026-08-28 00:27:00,VENDOR_09,USER_09,OT_14,0,0.05753492124580555,72.9,27.4,Low,Allow with normal monitoring
VPN_0892,2026-08-01 23:37:00,VENDOR_02,USER_02,OT_02,0,0.18815290743453777,38.8,27.4,Low,Allow with normal monitoring
VPN_1782,2026-08-21 00:42:00,VENDOR_01,USER_01,OT_12,0,0.0997692695614937,61.85,27.4,Low,Allow with normal monitoring
VPN_0994,2026-08-22 16:24:00,VENDOR_08,USER_08,OT_11,0,0.09013201768318041,78.2,27.4,Low,Allow with normal monitoring
VPN_1100,2026-08-02 00:24:00,VENDOR_06,USER_06,OT_03,0,0.0951359356286793,63.15,27.4,Low,Allow with normal monitoring
VPN_1833,2026-08-31 08:31:00,VENDOR_07,USER_07,OT_15,0,0.08845856113859006,78.6,27.4,Low,Allow with normal monitoring
VPN_0843,2026-08-08 04:24:00,VENDOR_01,USER_01,OT_06,0,0.06478272586575119,70.7,27.3,Low,Allow with normal monitoring
VPN_1856,2026-08-27 04:03:00,VENDOR_08,USER_08,OT_06,0,0.06114005264645189,71.55,27.3,Low,Allow with normal monitoring
VPN_1725,2026-08-13 04:09:00,VENDOR_01,USER_01,OT_09,0,0.07754742701411328,67.1,27.3,Low,Allow with normal monitoring
VPN_0411,2026-08-18 17:07:00,VENDOR_05,USER_05,OT_09,0,0.06108962021789568,85.4,27.3,Low,Allow with normal monitoring
VPN_1128,2026-08-05 15:25:00,VENDOR_07,USER_07,OT_13,0,0.08252621809824609,79.8,27.3,Low,Allow with normal monitoring
VPN_0289,2026-08-29 01:16:00,VENDOR_12,USER_12,OT_12,0,0.06970589108736068,69.15,27.3,Low,Allow with normal monitoring
VPN_0548,2026-08-01 22:12:00,VENDOR_07,USER_07,OT_08,0,0.09411573086182395,63.05,27.3,Low,Allow with normal monitoring
VPN_0316,2026-08-01 06:37:00,VENDOR_03,USER_03,OT_09,0,0.0834609737994548,78.75,27.2,Low,Allow with normal monitoring
VPN_1220,2026-08-17 17:47:00,VENDOR_12,USER_12,OT_04,0,0.08690881955902552,78.0,27.2,Low,Allow with normal monitoring
VPN_0479,2026-08-26 02:38:00,VENDOR_05,USER_05,OT_02,0,0.07287410253111155,68.2,27.2,Low,Allow with normal monitoring
VPN_0436,2026-08-24 23:29:00,VENDOR_11,USER_11,OT_06,0,0.07973726942717498,66.4,27.2,Low,Allow with normal monitoring
VPN_1123,2026-08-22 23:40:00,VENDOR_03,USER_03,OT_08,0,0.06070982201585526,71.05,27.2,Low,Allow with normal monitoring
VPN_1665,2026-08-08 20:39:00,VENDOR_03,USER_03,OT_08,0,0.08962825546032274,63.4,27.1,Low,Allow with normal monitoring
VPN_0100,2026-08-08 21:51:00,VENDOR_01,USER_01,OT_03,0,0.08476572325540793,64.65,27.1,Low,Allow with normal monitoring
VPN_0277,2026-08-11 22:18:00,VENDOR_03,USER_03,OT_11,0,0.12065220360698628,55.05,27.1,Low,Allow with normal monitoring
VPN_0071,2026-08-06 20:22:00,VENDOR_08,USER_08,OT_10,0,0.0719947400040519,67.85,27.1,Low,Allow with normal monitoring
VPN_1009,2026-08-25 04:15:00,VENDOR_10,USER_10,OT_08,0,0.12078929815248649,54.9,27.1,Low,Allow with normal monitoring
VPN_1950,2026-08-03 14:11:00,VENDOR_05,USER_05,OT_13,0,0.0839809640380177,78.5,27.1,Low,Allow with normal monitoring
VPN_1706,2026-08-26 12:20:00,VENDOR_05,USER_05,OT_15,0,0.06866036902007236,82.5,27.1,Low,Allow with normal monitoring
VPN_1268,2026-08-24 00:30:00,VENDOR_11,USER_11,OT_09,0,0.11778823896509885,55.35,27.0,Low,Allow with normal monitoring
VPN_1502,2026-08-30 02:41:00,VENDOR_02,USER_02,OT_11,0,0.16643173369997455,42.38,27.0,Low,Allow with normal monitoring
VPN_1592,2026-08-20 14:33:00,VENDOR_10,USER_10,OT_12,0,0.07013915503320288,81.3,27.0,Low,Allow with normal monitoring
VPN_1763,2026-08-12 21:57:00,VENDOR_02,USER_02,OT_04,0,0.08959179626586353,62.55,27.0,Low,Allow with normal monitoring
VPN_0163,2026-08-08 00:26:00,VENDOR_09,USER_09,OT_03,0,0.08719043375847327,63.25,27.0,Low,Allow with normal monitoring
VPN_0905,2026-08-20 02:20:00,VENDOR_11,USER_11,OT_01,0,0.1087944761467304,57.85,27.0,Low,Allow with normal monitoring
VPN_0575,2026-08-25 21:25:00,VENDOR_09,USER_09,OT_01,0,0.08548687538322179,64.05,27.0,Low,Allow with normal monitoring
VPN_0220,2026-08-25 21:32:00,VENDOR_04,USER_04,OT_14,0,0.1206264969891818,54.08,26.9,Low,Allow with normal monitoring
VPN_0313,2026-08-20 19:15:00,VENDOR_10,USER_10,OT_01,0,0.17334808738152266,76.5,26.9,Low,Allow with normal monitoring
VPN_1383,2026-08-11 19:54:00,VENDOR_11,USER_11,OT_08,0,0.20393961480587997,68.3,26.9,Low,Allow with normal monitoring
VPN_1229,2026-08-16 02:03:00,VENDOR_10,USER_10,OT_02,0,0.11057830003180176,56.6,26.9,Low,Allow with normal monitoring
VPN_1703,2026-08-11 04:37:00,VENDOR_09,USER_09,OT_12,0,0.06997823621966248,67.45,26.9,Low,Allow with normal monitoring
VPN_0768,2026-08-28 03:37:00,VENDOR_02,USER_02,OT_08,0,0.0751478446608173,66.2,26.9,Low,Allow with normal monitoring
VPN_1140,2026-08-29 02:31:00,VENDOR_01,USER_01,OT_02,0,0.0859236180664903,62.95,26.8,Low,Allow with normal monitoring
VPN_1973,2026-08-03 20:34:00,VENDOR_01,USER_01,OT_02,0,0.07644080085904587,65.1,26.8,Low,Allow with normal monitoring
VPN_0483,2026-08-06 20:47:00,VENDOR_03,USER_03,OT_14,0,0.056996931320377746,70.45,26.8,Low,Allow with normal monitoring
VPN_1777,2026-08-01 01:11:00,VENDOR_04,USER_04,OT_07,0,0.09936972846866945,59.2,26.8,Low,Allow with normal monitoring
VPN_0164,2026-08-21 21:33:00,VENDOR_01,USER_01,OT_09,0,0.09862361676362205,59.4,26.8,Low,Allow with normal monitoring
VPN_0529,2026-08-18 20:58:00,VENDOR_09,USER_09,OT_05,0,0.09683942768073091,59.5,26.7,Low,Allow with normal monitoring
VPN_0003,2026-08-06 13:00:00,VENDOR_02,USER_02,OT_10,0,0.07287840844718393,79.55,26.7,Low,Allow with normal monitoring
VPN_1305,2026-08-22 13:38:00,VENDOR_09,USER_09,OT_10,0,0.07251024746665051,79.3,26.7,Low,Allow with normal monitoring
VPN_1261,2026-08-12 07:04:00,VENDOR_06,USER_06,OT_08,0,0.18694487525456374,72.05,26.7,Low,Allow with normal monitoring
VPN_1443,2026-08-11 15:11:00,VENDOR_03,USER_03,OT_14,0,0.06984331838513999,80.0,26.7,Low,Allow with normal monitoring
VPN_1533,2026-08-15 00:54:00,VENDOR_02,USER_02,OT_15,0,0.07886968586832317,64.25,26.7,Low,Allow with normal monitoring
VPN_1109,2026-08-15 11:41:00,VENDOR_08,USER_08,OT_12,0,0.06973482434767748,80.25,26.7,Low,Allow with normal monitoring
VPN_0693,2026-08-10 15:07:00,VENDOR_10,USER_10,OT_04,1,0.40772059620656215,13.65,26.7,Low,Allow with normal monitoring
VPN_1428,2026-08-30 23:02:00,VENDOR_05,USER_05,OT_10,0,0.11201347422775035,55.45,26.7,Low,Allow with normal monitoring
VPN_1817,2026-08-19 22:18:00,VENDOR_09,USER_09,OT_15,0,0.04163130217765921,73.5,26.6,Low,Allow with normal monitoring
VPN_1052,2026-08-11 05:02:00,VENDOR_04,USER_04,OT_04,0,0.08041988725943613,63.5,26.6,Low,Allow with normal monitoring
VPN_0674,2026-08-01 23:07:00,VENDOR_06,USER_06,OT_02,0,0.1240269471772524,51.85,26.6,Low,Allow with normal monitoring
VPN_0648,2026-08-19 00:03:00,VENDOR_01,USER_01,OT_13,0,0.09313188534017364,60.15,26.6,Low,Allow with normal monitoring
VPN_1044,2026-08-02 21:10:00,VENDOR_06,USER_06,OT_09,0,0.09148009577418087,60.55,26.6,Low,Allow with normal monitoring
VPN_1177,2026-08-11 21:53:00,VENDOR_12,USER_12,OT_03,0,0.08963824104995297,61.1,26.6,Low,Allow with normal monitoring
VPN_0896,2026-08-16 01:48:00,VENDOR_05,USER_05,OT_08,0,0.0846941784489583,62.1,26.6,Low,Allow with normal monitoring
VPN_0221,2026-08-22 21:38:00,VENDOR_03,USER_03,OT_06,0,0.06156008355776631,68.1,26.6,Low,Allow with normal monitoring
VPN_1693,2026-08-19 12:34:00,VENDOR_06,USER_06,OT_01,0,0.06660433028342902,80.5,26.6,Low,Allow with normal monitoring
VPN_1416,2026-08-12 08:13:00,VENDOR_10,USER_10,OT_06,0,0.11574143197554558,90.15,26.5,Low,Allow with normal monitoring
VPN_1231,2026-08-12 01:14:00,VENDOR_11,USER_11,OT_11,0,0.16570652653781187,40.6,26.5,Low,Allow with normal monitoring
VPN_0095,2026-08-16 08:14:00,VENDOR_04,USER_04,OT_05,0,0.0686956422880369,79.7,26.5,Low,Allow with normal monitoring
VPN_1388,2026-08-04 03:58:00,VENDOR_09,USER_09,OT_11,0,0.08171831235372352,62.42,26.5,Low,Allow with normal monitoring
VPN_1982,2026-08-25 22:03:00,VENDOR_05,USER_05,OT_09,0,0.07999370688441469,63.1,26.5,Low,Allow with normal monitoring
VPN_1956,2026-08-26 00:26:00,VENDOR_07,USER_07,OT_09,0,0.18328089496210584,35.95,26.5,Low,Allow with normal monitoring
VPN_0365,2026-08-07 00:03:00,VENDOR_08,USER_08,OT_05,0,0.059115613994984155,68.45,26.5,Low,Allow with normal monitoring
VPN_1789,2026-08-08 04:14:00,VENDOR_09,USER_09,OT_03,0,0.06761621244916433,66.35,26.5,Low,Allow with normal monitoring
VPN_1034,2026-08-25 04:49:00,VENDOR_12,USER_12,OT_06,0,0.05291905681332577,69.7,26.4,Low,Allow with normal monitoring
VPN_1403,2026-08-24 01:48:00,VENDOR_06,USER_06,OT_08,0,0.1646246149314805,40.45,26.4,Low,Allow with normal monitoring
VPN_0249,2026-08-05 01:25:00,VENDOR_05,USER_05,OT_12,0,0.05497508544309626,69.0,26.4,Low,Allow with normal monitoring
VPN_0906,2026-08-08 22:07:00,VENDOR_01,USER_01,OT_03,0,0.1210346544264126,51.9,26.4,Low,Allow with normal monitoring
VPN_1240,2026-08-04 04:36:00,VENDOR_10,USER_10,OT_02,0,0.10503455062560695,56.15,26.4,Low,Allow with normal monitoring
VPN_0706,2026-08-21 04:04:00,VENDOR_10,USER_10,OT_02,0,0.06979782085265256,64.95,26.3,Low,Allow with normal monitoring
VPN_1376,2026-08-17 19:17:00,VENDOR_12,USER_12,OT_06,0,0.16693230584150956,75.7,26.3,Low,Allow with normal monitoring
VPN_0755,2026-08-12 23:35:00,VENDOR_05,USER_05,OT_13,0,0.07689094689379893,62.85,26.3,Low,Allow with normal monitoring
VPN_1650,2026-08-28 23:48:00,VENDOR_10,USER_10,OT_12,0,0.12955066555237152,49.15,26.3,Low,Allow with normal monitoring
VPN_1212,2026-08-18 05:55:00,VENDOR_07,USER_07,OT_02,0,0.10189619308642,56.25,26.3,Low,Allow with normal monitoring
VPN_0182,2026-08-23 07:50:00,VENDOR_05,USER_05,OT_04,0,0.16391943703527584,75.8,26.2,Low,Allow with normal monitoring
VPN_1215,2026-08-21 04:45:00,VENDOR_08,USER_08,OT_13,0,0.14305954408947022,45.2,26.2,Low,Allow with normal monitoring
VPN_1691,2026-08-13 21:44:00,VENDOR_07,USER_07,OT_08,0,0.06887316175341615,64.4,26.2,Low,Allow with normal monitoring
VPN_0635,2026-08-27 10:13:00,VENDOR_05,USER_05,OT_10,0,0.06534262775135506,79.0,26.2,Low,Allow with normal monitoring
VPN_1815,2026-08-08 13:21:00,VENDOR_10,USER_10,OT_05,0,0.10725227739081114,91.0,26.2,Low,Allow with normal monitoring
VPN_0330,2026-08-24 11:07:00,VENDOR_01,USER_01,OT_02,0,0.06782012637723575,78.1,26.1,Low,Allow with normal monitoring
VPN_0293,2026-08-10 02:04:00,VENDOR_08,USER_08,OT_01,0,0.06847115097047636,64.15,26.1,Low,Allow with normal monitoring
VPN_1425,2026-08-06 03:29:00,VENDOR_06,USER_06,OT_03,0,0.09810414241521838,56.3,26.1,Low,Allow with normal monitoring
VPN_1968,2026-08-19 17:34:00,VENDOR_11,USER_11,OT_05,0,0.10809145852709225,90.0,26.1,Low,Allow with normal monitoring
VPN_0426,2026-08-13 22:55:00,VENDOR_07,USER_07,OT_05,0,0.06650630315818519,64.55,26.1,Low,Allow with normal monitoring
VPN_1323,2026-08-01 13:02:00,VENDOR_03,USER_03,OT_12,0,0.16821852188397962,74.4,26.1,Low,Allow with normal monitoring
VPN_1848,2026-08-01 08:23:00,VENDOR_09,USER_09,OT_03,0,0.06355451271013988,79.05,26.1,Low,Allow with normal monitoring
VPN_1696,2026-08-27 01:05:00,VENDOR_07,USER_07,OT_14,0,0.11286540522126055,52.1,26.0,Low,Allow with normal monitoring
VPN_1936,2026-08-23 20:33:00,VENDOR_04,USER_04,OT_04,0,0.14225538049607298,44.4,26.0,Low,Allow with normal monitoring
VPN_1535,2026-08-15 10:24:00,VENDOR_03,USER_03,OT_02,0,0.06539156863851972,78.05,26.0,Low,Allow with normal monitoring
VPN_0712,2026-08-06 14:05:00,VENDOR_02,USER_02,OT_03,0,0.16332730641670598,74.9,26.0,Low,Allow with normal monitoring
VPN_0979,2026-08-11 08:23:00,VENDOR_10,USER_10,OT_08,0,0.1814826966281443,70.5,26.0,Low,Allow with normal monitoring
VPN_0940,2026-08-04 19:07:00,VENDOR_10,USER_10,OT_03,0,0.16582876126801252,74.55,26.0,Low,Allow with normal monitoring
VPN_1931,2026-08-11 02:35:00,VENDOR_07,USER_07,OT_06,0,0.10698664264193071,53.5,26.0,Low,Allow with normal monitoring
VPN_0592,2026-08-02 21:22:00,VENDOR_02,USER_02,OT_01,0,0.09192977001843718,57.5,26.0,Low,Allow with normal monitoring
VPN_0232,2026-08-14 03:25:00,VENDOR_11,USER_11,OT_02,0,0.06588100901783543,64.2,25.9,Low,Allow with normal monitoring
VPN_0120,2026-08-09 16:52:00,VENDOR_01,USER_01,OT_04,0,0.18281889582457095,69.4,25.9,Low,Allow with normal monitoring
VPN_1882,2026-08-01 00:01:00,VENDOR_09,USER_09,OT_04,0,0.06341539185193029,64.5,25.9,Low,Allow with normal monitoring
VPN_0512,2026-08-14 21:16:00,VENDOR_05,USER_05,OT_12,0,0.09765561576067212,55.55,25.9,Low,Allow with normal monitoring
VPN_1742,2026-08-26 01:45:00,VENDOR_12,USER_12,OT_09,0,0.10516304983944334,53.85,25.9,Low,Allow with normal monitoring
VPN_1210,2026-08-25 22:44:00,VENDOR_03,USER_03,OT_07,0,0.07935728519415408,60.48,25.9,Low,Allow with normal monitoring
VPN_1637,2026-08-08 19:05:00,VENDOR_02,USER_02,OT_01,0,0.19460260452210168,66.65,25.9,Low,Allow with normal monitoring
VPN_1332,2026-08-19 21:05:00,VENDOR_09,USER_09,OT_14,0,0.09169539105036786,57.25,25.9,Low,Allow with normal monitoring
VPN_1705,2026-08-25 08:09:00,VENDOR_11,USER_11,OT_01,0,0.06439306356426201,78.15,25.9,Low,Allow with normal monitoring
VPN_1364,2026-08-11 23:59:00,VENDOR_09,USER_09,OT_08,0,0.09409410909978523,56.0,25.8,Low,Allow with normal monitoring
VPN_1899,2026-08-12 10:13:00,VENDOR_01,USER_01,OT_10,0,0.15363192006035628,76.8,25.8,Low,Allow with normal monitoring
VPN_0185,2026-08-19 01:58:00,VENDOR_01,USER_01,OT_01,0,0.04376389919725954,69.25,25.8,Low,Allow with normal monitoring
VPN_0408,2026-08-01 21:56:00,VENDOR_03,USER_03,OT_13,0,0.06129639867975839,64.75,25.8,Low,Allow with normal monitoring
VPN_1810,2026-08-15 14:16:00,VENDOR_08,USER_08,OT_05,0,0.04431602768910697,83.05,25.8,Low,Allow with normal monitoring
VPN_0214,2026-08-24 00:26:00,VENDOR_11,USER_11,OT_13,0,0.10855391968845217,52.2,25.8,Low,Allow with normal monitoring
VPN_0284,2026-08-16 01:32:00,VENDOR_11,USER_11,OT_11,0,0.16047071189618914,38.6,25.8,Low,Allow with normal monitoring
VPN_1664,2026-08-12 22:20:00,VENDOR_02,USER_02,OT_02,0,0.15865082396358363,39.15,25.8,Low,Allow with normal monitoring
VPN_1452,2026-08-14 23:17:00,VENDOR_06,USER_06,OT_02,0,0.07407477402222301,60.7,25.7,Low,Allow with normal monitoring
VPN_0022,2026-08-07 01:30:00,VENDOR_03,USER_03,OT_13,0,0.048038376100479036,67.8,25.7,Low,Allow with normal monitoring
VPN_0605,2026-08-08 00:50:00,VENDOR_09,USER_09,OT_13,0,0.0769244514531574,59.95,25.7,Low,Allow with normal monitoring
VPN_1668,2026-08-17 05:45:00,VENDOR_06,USER_06,OT_05,0,0.044916880458158774,68.65,25.7,Low,Allow with normal monitoring
VPN_1499,2026-08-22 03:48:00,VENDOR_05,USER_05,OT_09,0,0.0829229290456441,58.7,25.7,Low,Allow with normal monitoring
VPN_1985,2026-08-07 03:06:00,VENDOR_01,USER_01,OT_10,0,0.041403763818358225,69.05,25.6,Low,Allow with normal monitoring
VPN_0853,2026-08-27 23:26:00,VENDOR_09,USER_09,OT_11,0,0.14796874081808398,41.05,25.6,Low,Allow with normal monitoring
VPN_0871,2026-08-25 19:49:00,VENDOR_01,USER_01,OT_15,0,0.05637413120002517,78.7,25.6,Low,Allow with normal monitoring
VPN_0038,2026-08-24 17:16:00,VENDOR_11,USER_11,OT_05,0,0.04366115534085448,82.25,25.6,Low,Allow with normal monitoring
VPN_1941,2026-08-12 02:03:00,VENDOR_05,USER_05,OT_14,0,0.06818068264645365,61.9,25.6,Low,Allow with normal monitoring
VPN_1944,2026-08-17 02:17:00,VENDOR_09,USER_09,OT_09,0,0.06855654086432326,61.8,25.6,Low,Allow with normal monitoring
VPN_1518,2026-08-03 20:07:00,VENDOR_06,USER_06,OT_06,0,0.06778864390543932,62.0,25.6,Low,Allow with normal monitoring
VPN_1531,2026-08-23 16:48:00,VENDOR_05,USER_05,OT_07,0,0.058543117983711875,77.95,25.5,Low,Allow with normal monitoring
VPN_1961,2026-08-24 22:28:00,VENDOR_01,USER_01,OT_10,0,0.1004285175915338,53.25,25.5,Low,Allow with normal monitoring
VPN_0560,2026-08-12 18:42:00,VENDOR_03,USER_03,OT_05,0,0.058347381269533774,77.75,25.5,Low,Allow with normal monitoring
VPN_0756,2026-08-12 05:16:00,VENDOR_09,USER_09,OT_15,0,0.0840476356048619,57.4,25.5,Low,Allow with normal monitoring
VPN_0752,2026-08-20 04:36:00,VENDOR_09,USER_09,OT_12,0,0.054787660994567895,65.2,25.5,Low,Allow with normal monitoring
VPN_1906,2026-08-17 20:42:00,VENDOR_03,USER_03,OT_15,0,0.09735291669709133,53.9,25.5,Low,Allow with normal monitoring
VPN_1004,2026-08-06 12:18:00,VENDOR_04,USER_04,OT_02,0,0.05748342980217888,77.7,25.4,Low,Allow with normal monitoring
VPN_1126,2026-08-05 05:38:00,VENDOR_07,USER_07,OT_06,0,0.1275836271581658,45.45,25.4,Low,Allow with normal monitoring
VPN_1300,2026-08-26 02:02:00,VENDOR_01,USER_01,OT_06,0,0.08456184393578636,57.0,25.4,Low,Allow with normal monitoring
VPN_0368,2026-08-26 15:31:00,VENDOR_05,USER_05,OT_08,1,0.33753716025390007,26.65,25.4,Low,Allow with normal monitoring
VPN_1635,2026-08-25 21:12:00,VENDOR_03,USER_03,OT_15,0,0.05639196177191085,64.45,25.4,Low,Allow with normal monitoring
VPN_1406,2026-08-20 02:49:00,VENDOR_10,USER_10,OT_06,0,0.1500813507703406,39.4,25.4,Low,Allow with normal monitoring
VPN_0856,2026-08-10 04:49:00,VENDOR_08,USER_08,OT_13,1,0.1678442332523287,34.5,25.3,Low,Allow with normal monitoring
VPN_0543,2026-08-18 13:41:00,VENDOR_04,USER_04,OT_08,0,0.1471840276484116,76.35,25.3,Low,Allow with normal monitoring
VPN_1037,2026-08-30 00:05:00,VENDOR_10,USER_10,OT_07,0,0.0682159543856966,60.85,25.3,Low,Allow with normal monitoring
VPN_0811,2026-08-31 03:06:00,VENDOR_11,USER_11,OT_06,0,0.09442063830625434,53.55,25.3,Low,Allow with normal monitoring
VPN_1534,2026-08-17 22:42:00,VENDOR_11,USER_11,OT_08,0,0.0689106530328566,60.48,25.3,Low,Allow with normal monitoring
VPN_0353,2026-08-21 20:51:00,VENDOR_10,USER_10,OT_13,0,0.06519072617301797,61.65,25.3,Low,Allow with normal monitoring
VPN_1598,2026-08-09 04:50:00,VENDOR_06,USER_06,OT_06,0,0.1432975146634656,41.05,25.3,Low,Allow with normal monitoring
VPN_1832,2026-08-25 03:14:00,VENDOR_09,USER_09,OT_08,0,0.041934205359902374,67.65,25.3,Low,Allow with normal monitoring
VPN_0508,2026-08-19 20:25:00,VENDOR_06,USER_06,OT_10,0,0.07745331506450057,58.1,25.3,Low,Allow with normal monitoring
VPN_0255,2026-08-07 19:04:00,VENDOR_05,USER_05,OT_08,0,0.17684187983533586,68.35,25.3,Low,Allow with normal monitoring
VPN_1396,2026-08-03 07:55:00,VENDOR_06,USER_06,OT_13,0,0.05639386121233042,77.55,25.3,Low,Allow with normal monitoring
VPN_1001,2026-08-30 04:15:00,VENDOR_08,USER_08,OT_12,0,0.08271597386747606,56.95,25.3,Low,Allow with normal monitoring
VPN_1188,2026-08-28 06:20:00,VENDOR_06,USER_06,OT_04,0,0.17431494057236768,68.5,25.2,Low,Allow with normal monitoring
VPN_0105,2026-08-18 13:37:00,VENDOR_02,USER_02,OT_04,0,0.19051848698651166,64.3,25.2,Low,Allow with normal monitoring
VPN_1997,2026-08-18 05:51:00,VENDOR_01,USER_01,OT_12,0,0.040318471164528656,67.6,25.2,Low,Allow with normal monitoring
VPN_0544,2026-08-26 01:40:00,VENDOR_11,USER_11,OT_11,0,0.19214202053647547,27.75,25.2,Low,Allow with normal monitoring
VPN_1306,2026-08-01 02:47:00,VENDOR_09,USER_09,OT_14,0,0.09772361367119929,52.4,25.2,Low,Allow with normal monitoring
VPN_0183,2026-08-28 12:11:00,VENDOR_12,USER_12,OT_08,0,0.25304734578892063,47.62,25.2,Low,Allow with normal monitoring
VPN_1449,2026-08-30 23:46:00,VENDOR_09,USER_09,OT_01,0,0.09013143930197925,54.08,25.1,Low,Allow with normal monitoring
VPN_1610,2026-08-09 09:32:00,VENDOR_06,USER_06,OT_05,0,0.045540028526798705,79.45,25.1,Low,Allow with normal monitoring
VPN_1082,2026-08-28 20:57:00,VENDOR_11,USER_11,OT_05,0,0.07296299869409162,58.35,25.1,Low,Allow with normal monitoring
VPN_1194,2026-08-18 20:20:00,VENDOR_01,USER_01,OT_08,0,0.05302654901133567,63.85,25.1,Low,Allow with normal monitoring
VPN_1136,2026-08-30 20:50:00,VENDOR_07,USER_07,OT_11,0,0.13710602210830783,41.22,25.0,Low,Allow with normal monitoring
VPN_0062,2026-08-05 02:29:00,VENDOR_01,USER_01,OT_10,0,0.08103657009804616,56.05,25.0,Low,Allow with normal monitoring
VPN_1989,2026-08-07 06:55:00,VENDOR_08,USER_08,OT_15,0,0.10497805411510001,86.15,25.0,Low,Allow with normal monitoring
VPN_0688,2026-08-18 05:52:00,VENDOR_10,USER_10,OT_13,0,0.0733706132596966,57.75,25.0,Low,Allow with normal monitoring
VPN_0576,2026-08-17 18:06:00,VENDOR_05,USER_05,OT_08,0,0.1519478408637227,73.4,25.0,Low,Allow with normal monitoring
VPN_0123,2026-08-18 03:06:00,VENDOR_08,USER_08,OT_15,0,0.09553308382998757,52.3,25.0,Low,Allow with normal monitoring
VPN_0965,2026-08-27 05:11:00,VENDOR_07,USER_07,OT_03,0,0.11428548928966986,46.7,24.9,Low,Allow with normal monitoring
VPN_1894,2026-08-08 03:47:00,VENDOR_09,USER_09,OT_04,0,0.05458849045298426,62.5,24.9,Low,Allow with normal monitoring
VPN_1073,2026-08-29 21:31:00,VENDOR_10,USER_10,OT_13,0,0.06876309049967909,58.65,24.9,Low,Allow with normal monitoring
VPN_1375,2026-08-21 21:36:00,VENDOR_09,USER_09,OT_10,0,0.03148735070932717,68.55,24.9,Low,Allow with normal monitoring
VPN_1656,2026-08-14 05:13:00,VENDOR_09,USER_09,OT_14,0,0.08330749101104729,54.8,24.9,Low,Allow with normal monitoring
VPN_0209,2026-08-27 05:04:00,VENDOR_04,USER_04,OT_13,0,0.11753888652345486,45.35,24.8,Low,Allow with normal monitoring
VPN_1145,2026-08-02 11:28:00,VENDOR_01,USER_01,OT_13,0,0.13859673350548413,76.2,24.8,Low,Allow with normal monitoring
VPN_1812,2026-08-22 00:20:00,VENDOR_11,USER_11,OT_10,0,0.10141465194274116,49.7,24.8,Low,Allow with normal monitoring
VPN_0384,2026-08-11 05:01:00,VENDOR_11,USER_11,OT_14,0,0.044083313438701976,64.8,24.8,Low,Allow with normal monitoring
VPN_1949,2026-08-18 05:46:00,VENDOR_03,USER_03,OT_08,0,0.10737620975847481,48.1,24.8,Low,Allow with normal monitoring
VPN_0577,2026-08-21 18:48:00,VENDOR_07,USER_07,OT_11,0,0.15112458518343208,73.1,24.8,Low,Allow with normal monitoring
VPN_0778,2026-08-03 23:31:00,VENDOR_06,USER_06,OT_03,0,0.12700599382912658,42.9,24.8,Low,Allow with normal monitoring
VPN_1241,2026-08-04 22:49:00,VENDOR_10,USER_10,OT_13,0,0.0692242434371688,57.95,24.8,Low,Allow with normal monitoring
VPN_0538,2026-08-16 05:41:00,VENDOR_09,USER_09,OT_03,0,0.05152080141167885,63.0,24.8,Low,Allow with normal monitoring
VPN_0810,2026-08-26 22:50:00,VENDOR_07,USER_07,OT_13,0,0.12381707605168048,43.4,24.7,Low,Allow with normal monitoring
VPN_1248,2026-08-25 02:53:00,VENDOR_09,USER_09,OT_06,0,0.03906928414354993,65.4,24.7,Low,Allow with normal monitoring
VPN_0808,2026-08-09 02:45:00,VENDOR_06,USER_06,OT_06,0,0.08092727074764249,54.25,24.6,Low,Allow with normal monitoring
VPN_0321,2026-08-01 23:07:00,VENDOR_12,USER_12,OT_12,0,0.06484622226770112,58.2,24.6,Low,Allow with normal monitoring
VPN_1348,2026-08-26 01:47:00,VENDOR_08,USER_08,OT_09,0,0.10124615145549219,48.8,24.6,Low,Allow with normal monitoring
